Servicio Meteorológico Nacional
Red: SMN
Estación: SANQUINTIN
Estado: Baja California
Municipio: Ensenada
Latitud (N): 30.53166667
Longitud (O): -115.8375
Altitud: 32

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-03-25 21:40:00,2023-03-26 03:40:00,331.0,330.0,11.2,15.8,12.1,79,1014.7,0,0,
2023-03-25 21:30:00,2023-03-26 03:30:00,329.0,331.0,9.9,20.2,12.2,79,1014.6,0,0,
2023-03-25 21:20:00,2023-03-26 03:20:00,325.0,328.0,11,17.6,12.2,78,1014.5,0,0,
2023-03-25 21:10:00,2023-03-26 03:10:00,324.0,317.0,11.6,20.5,12.3,77,1014.4,0,0,
2023-03-25 21:00:00,2023-03-26 03:00:00,321.0,318.0,11.9,18.7,12.3,77,1014.3,0,0,
2023-03-25 20:50:00,2023-03-26 02:50:00,321.0,315.0,12.4,19.8,12.4,77,1014.2,0,0,
2023-03-25 20:40:00,2023-03-26 02:40:00,322.0,329.0,11.1,18.7,12.5,78,1014.2,0,0,
2023-03-25 20:30:00,2023-03-26 02:30:00,324.0,346.0,12.7,19.8,12.5,77,1014.1,0,0,
2023-03-25 20:20:00,2023-03-26 02:20:00,320.0,302.0,11.9,21.6,12.6,75,1014.1,0,0,
2023-03-25 20:10:00,2023-03-26 02:10:00,320.0,324.0,13.2,22,12.8,73,1014.1,0,0,
2023-03-25 20:00:00,2023-03-26 02:00:00,318.0,318.0,15.9,24.5,13,72,1014,0,0,
2023-03-25 19:50:00,2023-03-26 01:50:00,322.0,312.0,14.9,22.7,13.2,71,1014,0,0,
2023-03-25 19:40:00,2023-03-26 01:40:00,318.0,298.0,17.4,24.5,13.5,70,1014,0,17,
2023-03-25 19:30:00,2023-03-26 01:30:00,322.0,315.0,16.7,27.4,13.8,67,1014.1,0,49,
2023-03-25 19:20:00,2023-03-26 01:20:00,319.0,314.0,13.9,23.8,14,64,1014.1,0,82,
2023-03-25 19:10:00,2023-03-26 01:10:00,323.0,324.0,18.4,26.6,14.2,63,1014,0,122,
2023-03-25 19:00:00,2023-03-26 01:00:00,321.0,309.0,17.3,25.9,14.4,62,1014,0,163,
2023-03-25 18:50:00,2023-03-26 00:50:00,314.0,293.0,18.6,31,14.4,60,1014,0,201,
2023-03-25 18:40:00,2023-03-26 00:40:00,313.0,308.0,19.1,27,14.7,60,1014.1,0,240,
2023-03-25 18:30:00,2023-03-26 00:30:00,312.0,306.0,17.5,31.3,14.8,60,1014.1,0,284,
2023-03-25 18:20:00,2023-03-26 00:20:00,312.0,298.0,19.1,32.4,14.8,58,1014.1,0,328,
2023-03-25 18:10:00,2023-03-26 00:10:00,313.0,320.0,19.1,27,14.9,59,1014.2,0,369,
2023-03-25 18:00:00,2023-03-26 00:00:00,307.0,295.0,20.1,31.7,15,59,1014.2,0,408,
2023-03-25 17:50:00,2023-03-25 23:50:00,310.0,292.0,19.8,30.2,15.3,59,1014.2,0,447,
2023-03-25 17:40:00,2023-03-25 23:40:00,314.0,302.0,19.9,29.9,15.5,59,1014.3,0,488,
2023-03-25 17:30:00,2023-03-25 23:30:00,307.0,294.0,19.7,30.6,15.7,59,1014.3,0,527,
2023-03-25 17:20:00,2023-03-25 23:20:00,313.0,300.0,18.4,29.2,15.7,59,1014.4,0,565,
2023-03-25 17:10:00,2023-03-25 23:10:00,321.0,318.0,17.1,25.9,15.8,58,1014.4,0,603,
2023-03-25 17:00:00,2023-03-25 23:00:00,306.0,307.0,21.7,31,15.7,58,1014.6,0,638,
2023-03-25 16:50:00,2023-03-25 22:50:00,310.0,295.0,19.9,28.1,15.7,57,1014.8,0,672,
2023-03-25 16:40:00,2023-03-25 22:40:00,301.0,298.0,21.6,31.3,16,56,1014.9,0,704,
2023-03-25 16:30:00,2023-03-25 22:30:00,314.0,315.0,16.8,25.6,16.3,55,1014.9,0,736,
2023-03-25 16:20:00,2023-03-25 22:20:00,301.0,292.0,19.9,28.1,16.3,55,1014.9,0,765,
2023-03-25 16:10:00,2023-03-25 22:10:00,309.0,299.0,17.7,28.1,16.2,57,1014.9,0,718,
2023-03-25 16:00:00,2023-03-25 22:00:00,298.0,297.0,21.2,30.6,16,58,1015,0,821,
2023-03-25 15:50:00,2023-03-25 21:50:00,296.0,291.0,22.1,31,15.9,59,1015.1,0,846,
2023-03-25 15:40:00,2023-03-25 21:40:00,297.0,293.0,21.2,30.6,16.1,57,1015.2,0,866,
2023-03-25 15:30:00,2023-03-25 21:30:00,294.0,291.0,20.2,30.6,16.2,57,1015.3,0,884,
2023-03-25 15:20:00,2023-03-25 21:20:00,297.0,292.0,20.2,30.2,16.1,57,1015.3,0,903,
2023-03-25 15:10:00,2023-03-25 21:10:00,297.0,274.0,20.1,29.2,16.1,58,1015.5,0,919,
2023-03-25 15:00:00,2023-03-25 21:00:00,294.0,295.0,23,32,16.1,57,1015.6,0,936,
2023-03-25 14:50:00,2023-03-25 20:50:00,303.0,289.0,20.1,29.5,16,57,1015.7,0,944,
2023-03-25 14:40:00,2023-03-25 20:40:00,299.0,292.0,23.5,32.4,15.8,57,1015.7,0,955,
2023-03-25 14:30:00,2023-03-25 20:30:00,301.0,285.0,22.5,31.3,15.9,57,1015.8,0,960,
2023-03-25 14:20:00,2023-03-25 20:20:00,293.0,302.0,23,31.7,15.8,58,1015.9,0,966,
2023-03-25 14:10:00,2023-03-25 20:10:00,294.0,292.0,23.2,32,15.8,57,1016,0,969,
2023-03-25 14:00:00,2023-03-25 20:00:00,291.0,286.0,22.9,28.4,16,58,1016,0,972,
2023-03-25 13:50:00,2023-03-25 19:50:00,300.0,294.0,17.8,27,15.9,58,1016.1,0,973,
2023-03-25 13:40:00,2023-03-25 19:40:00,297.0,299.0,21.9,28.4,15.7,60,1016.2,0,969,
2023-03-25 13:30:00,2023-03-25 19:30:00,312.0,309.0,16.9,28.1,16,58,1016.3,0,962,
2023-03-25 13:20:00,2023-03-25 19:20:00,305.0,297.0,17.4,29.5,15.8,58,1016.4,0,957,
2023-03-25 13:10:00,2023-03-25 19:10:00,307.0,302.0,17.3,26.6,15.7,58,1016.6,0,949,
2023-03-25 13:00:00,2023-03-25 19:00:00,307.0,292.0,18.5,30.6,15.6,59,1016.7,0,937,
2023-03-25 12:50:00,2023-03-25 18:50:00,302.0,295.0,18.7,28.1,15.7,60,1016.9,0,922,
2023-03-25 12:40:00,2023-03-25 18:40:00,313.0,306.0,14.7,22.7,15.6,59,1017.1,0,909,
2023-03-25 12:30:00,2023-03-25 18:30:00,310.0,303.0,16.9,27,15.5,59,1017.3,0,895,
2023-03-25 12:20:00,2023-03-25 18:20:00,320.0,305.0,15.2,24.1,15.2,61,1017.4,0,776,
2023-03-25 12:10:00,2023-03-25 18:10:00,321.0,326.0,17.1,24.1,15.1,61,1017.6,0,869,
2023-03-25 12:00:00,2023-03-25 18:00:00,321.0,324.0,15.4,23,14.8,62,1017.6,0,722,
2023-03-25 11:50:00,2023-03-25 17:50:00,311.0,309.0,19,29.2,14.8,62,1017.7,0,756,
2023-03-25 11:40:00,2023-03-25 17:40:00,315.0,310.0,16.8,28.8,14.8,62,1017.7,0,724,
2023-03-25 11:30:00,2023-03-25 17:30:00,320.0,321.0,16.2,22.7,14.7,61,1017.7,0,718,
2023-03-25 11:20:00,2023-03-25 17:20:00,326.0,319.0,13.7,21.2,14.5,62,1017.6,0,742,
2023-03-25 11:10:00,2023-03-25 17:10:00,330.0,339.0,13.4,22.7,14.2,63,1017.6,0,678,
2023-03-25 11:00:00,2023-03-25 17:00:00,338.0,347.0,14.7,21.2,13.8,65,1017.6,0,697,
2023-03-25 10:50:00,2023-03-25 16:50:00,329.0,347.0,13.3,20.2,13.6,68,1017.7,0,565,
2023-03-25 10:40:00,2023-03-25 16:40:00,334.0,347.0,13.7,20.9,13.4,69,1017.8,0,468,
2023-03-25 10:30:00,2023-03-25 16:30:00,311.0,302.0,10.8,16.9,13.4,71,1017.8,0,402,
2023-03-25 10:20:00,2023-03-25 16:20:00,331.0,342.0,10.7,17.6,13.2,73,1017.8,0,483,
2023-03-25 10:10:00,2023-03-25 16:10:00,338.0,344.0,11.6,18.7,12.8,75,1017.6,0,480,
2023-03-25 10:00:00,2023-03-25 16:00:00,351.0,346.0,10.8,16.9,12.6,76,1017.6,0,448,
2023-03-25 09:50:00,2023-03-25 15:50:00,342.0,360.0,8.3,18.4,12.5,80,1017.6,0,407,
2023-03-25 09:40:00,2023-03-25 15:40:00,345.0,345.0,5.4,7.9,12,85,1017.5,0,365,
2023-03-25 09:30:00,2023-03-25 15:30:00,337.0,341.0,4,6.8,11.6,93,1017.4,0,328,
2023-03-25 08:20:00,2023-03-25 14:20:00,342.0,353.0,2.1,3.6,7.7,100,1016.7,0,45,
2023-03-25 08:10:00,2023-03-25 14:10:00,5.0,0.0,3,4,7.3,100,1016.7,0,12,
2023-03-25 08:00:00,2023-03-25 14:00:00,352.0,18.0,1.8,3.2,7,100,1016.7,0,0,
2023-03-25 07:50:00,2023-03-25 13:50:00,4.0,4.0,2.1,4.7,7.1,100,1016.7,0,0,
2023-03-25 07:40:00,2023-03-25 13:40:00,12.0,8.0,2.9,5,6.4,100,1016.7,0,0,
2023-03-25 07:30:00,2023-03-25 13:30:00,263.0,277.0,2.7,6.5,6.5,100,1016.6,0,0,
2023-03-25 06:20:00,2023-03-25 12:20:00,62.0,67.0,5.7,8.3,6.7,100,1016.6,0,0,
2023-03-25 06:10:00,2023-03-25 12:10:00,68.0,71.0,6.8,9.4,6.7,100,1016.7,0,0,
2023-03-25 06:00:00,2023-03-25 12:00:00,70.0,73.0,5.7,9,6.9,100,1016.8,0,0,
2023-03-25 05:50:00,2023-03-25 11:50:00,52.0,73.0,4.4,7.2,7.4,100,1016.8,0,0,
2023-03-25 05:40:00,2023-03-25 11:40:00,50.0,77.0,3.7,5.8,7.6,100,1016.9,0,0,
2023-03-25 05:30:00,2023-03-25 11:30:00,39.0,46.0,3,5.4,7.7,100,1016.9,0,0,
2023-03-25 05:20:00,2023-03-25 11:20:00,35.0,43.0,1.4,2.5,7.7,100,1017,0,0,
2023-03-25 05:10:00,2023-03-25 11:10:00,26.0,19.0,2.3,4,7.6,100,1017.1,0,0,
2023-03-25 05:00:00,2023-03-25 11:00:00,42.0,71.0,1.5,3.2,7.4,100,1017.2,0,0,
2023-03-25 04:50:00,2023-03-25 10:50:00,301.0,215.0,0.9,2.5,7.4,99,1017.3,0,0,
2023-03-25 04:40:00,2023-03-25 10:40:00,328.0,282.0,0.9,2.9,7.9,98,1017.4,0,0,
2023-03-25 04:30:00,2023-03-25 10:30:00,308.0,336.0,2.6,5.4,8.4,98,1017.4,0,0,
2023-03-25 04:20:00,2023-03-25 10:20:00,328.0,336.0,3.9,6.1,8.7,98,1017.4,0,0,
2023-03-25 04:10:00,2023-03-25 10:10:00,331.0,346.0,4.7,7.2,8.8,98,1017.4,0,0,
2023-03-25 04:00:00,2023-03-25 10:00:00,340.0,348.0,5.5,8.3,8.9,97,1017.6,0,0,
2023-03-25 03:50:00,2023-03-25 09:50:00,335.0,331.0,5.1,7.6,9.1,96,1017.7,0,0,
2023-03-25 03:40:00,2023-03-25 09:40:00,337.0,338.0,6.6,9.4,9.3,96,1017.9,0,0,
2023-03-25 03:30:00,2023-03-25 09:30:00,346.0,351.0,6.6,10.4,9.4,96,1017.9,0,0,
2023-03-25 03:20:00,2023-03-25 09:20:00,352.0,350.0,7.3,10.8,9.4,96,1018,0,0,
2023-03-25 03:10:00,2023-03-25 09:10:00,350.0,345.0,8.6,11.5,9.5,95,1018.1,0,0,
2023-03-25 03:00:00,2023-03-25 09:00:00,342.0,345.0,8.8,11.9,9.6,94,1018.3,0,0,
2023-03-25 02:50:00,2023-03-25 08:50:00,341.0,347.0,8.2,11.5,9.7,94,1018.5,0,0,
2023-03-25 02:40:00,2023-03-25 08:40:00,340.0,343.0,9.6,13.7,9.9,93,1018.7,0,0,
2023-03-25 02:30:00,2023-03-25 08:30:00,332.0,343.0,9.2,13.7,9.9,93,1018.8,0,0,
2023-03-25 02:20:00,2023-03-25 08:20:00,335.0,342.0,9.7,15.1,10,93,1018.8,0,0,
2023-03-25 02:10:00,2023-03-25 08:10:00,341.0,345.0,11.1,15.1,10.1,92,1018.9,0,0,
2023-03-25 02:00:00,2023-03-25 08:00:00,343.0,341.0,10.9,15.1,10.2,92,1018.9,0,0,
2023-03-25 01:50:00,2023-03-25 07:50:00,345.0,350.0,11.7,16.9,10.4,91,1019,0,0,
2023-03-25 01:40:00,2023-03-25 07:40:00,346.0,347.0,11.9,15.5,10.6,90,1019.1,0,0,
2023-03-25 01:30:00,2023-03-25 07:30:00,347.0,347.0,13.4,18.4,10.7,90,1019.2,0,0,
2023-03-25 01:20:00,2023-03-25 07:20:00,348.0,341.0,14.2,19.1,10.7,91,1019.2,0,0,
2023-03-25 01:10:00,2023-03-25 07:10:00,352.0,340.0,11.1,18.4,10.6,92,1019.3,0,0,
2023-03-25 01:00:00,2023-03-25 07:00:00,7.0,352.0,7.9,13,10.7,91,1019.4,0,0,
2023-03-25 00:50:00,2023-03-25 06:50:00,4.0,355.0,8.2,14,10.8,91,1019.5,0,0,
2023-03-25 00:40:00,2023-03-25 06:40:00,357.0,350.0,8,11.9,10.8,92,1019.7,0,0,
2023-03-25 00:30:00,2023-03-25 06:30:00,348.0,348.0,8.5,13.3,10.7,92,1019.8,0,0,
2023-03-25 00:20:00,2023-03-25 06:20:00,5.0,8.0,6.4,11.5,10.8,91,1019.9,0,0,
2023-03-25 00:10:00,2023-03-25 06:10:00,349.0,359.0,7.6,11.5,11,90,1020,0,0,
2023-03-25 00:00:00,2023-03-25 06:00:00,346.0,345.0,9.1,15.1,11.2,89,1020.1,0,0,
2023-03-24 23:50:00,2023-03-25 05:50:00,340.0,342.0,11,15.5,11.3,89,1020,0,0,
2023-03-24 23:40:00,2023-03-25 05:40:00,329.0,333.0,10.6,17.3,11.3,89,1020.1,0,0,
2023-03-24 23:30:00,2023-03-25 05:30:00,328.0,337.0,9.8,14.4,11.4,88,1020.2,0,0,
2023-03-24 23:20:00,2023-03-25 05:20:00,325.0,328.0,8.9,13.7,11.5,87,1020.2,0,0,
2023-03-24 23:10:00,2023-03-25 05:10:00,328.0,330.0,8.8,15.1,11.7,86,1020.2,0,0,
2023-03-24 23:00:00,2023-03-25 05:00:00,328.0,335.0,9.1,14.4,11.9,85,1020.1,0,0,
2023-03-24 22:50:00,2023-03-25 04:50:00,324.0,311.0,9.2,17.3,12,84,1020.1,0,0,
2023-03-24 22:40:00,2023-03-25 04:40:00,316.0,303.0,10.8,16.2,12.1,83,1020.1,0,0,
2023-03-24 22:30:00,2023-03-25 04:30:00,319.0,316.0,10.9,18.4,12.3,82,1020.1,0,0,
2023-03-24 22:20:00,2023-03-25 04:20:00,322.0,338.0,10.8,16.9,12.5,82,1020,0,0,
2023-03-24 22:10:00,2023-03-25 04:10:00,320.0,324.0,8.8,15.5,12.7,81,1019.9,0,0,
2023-03-24 22:00:00,2023-03-25 04:00:00,322.0,325.0,9.7,18.4,12.8,80,1019.8,0,0,
2023-03-24 21:50:00,2023-03-25 03:50:00,321.0,319.0,11.1,16.2,12.8,80,1019.8,0,0,
2023-03-24 21:40:00,2023-03-25 03:40:00,325.0,342.0,11.3,18.4,12.8,79,1019.6,0,0,
2023-03-24 21:30:00,2023-03-25 03:30:00,327.0,321.0,12.8,19.8,12.8,79,1019.5,0,0,
2023-03-24 21:20:00,2023-03-25 03:20:00,326.0,333.0,13.3,21.2,12.9,78,1019.4,0,0,
2023-03-24 21:10:00,2023-03-25 03:10:00,329.0,323.0,14.8,20.9,12.8,78,1019.3,0,0,
2023-03-24 21:00:00,2023-03-25 03:00:00,334.0,340.0,15.7,23.4,12.9,78,1019.3,0,0,
2023-03-24 20:50:00,2023-03-25 02:50:00,327.0,326.0,12.9,20.9,12.9,77,1019.3,0,0,
2023-03-24 20:40:00,2023-03-25 02:40:00,331.0,334.0,13.8,22.3,13,76,1019.4,0,0,
2023-03-24 20:30:00,2023-03-25 02:30:00,330.0,339.0,14.2,24.1,13,76,1019.4,0,0,
2023-03-24 20:20:00,2023-03-25 02:20:00,326.0,334.0,13.4,22.3,13.1,76,1019.4,0,0,
2023-03-24 20:10:00,2023-03-25 02:10:00,322.0,320.0,11.2,18.7,13.3,75,1019.4,0,0,
2023-03-24 20:00:00,2023-03-25 02:00:00,319.0,325.0,11,17.6,13.5,73,1019.4,0,0,
2023-03-24 19:50:00,2023-03-25 01:50:00,322.0,307.0,13.9,23.4,13.7,71,1019.4,0,0,
2023-03-24 19:40:00,2023-03-25 01:40:00,323.0,314.0,15.3,29.5,13.8,70,1019.3,0,18,
2023-03-24 19:30:00,2023-03-25 01:30:00,318.0,308.0,15.5,22,14,71,1019.4,0,38,
2023-03-24 19:20:00,2023-03-25 01:20:00,314.0,311.0,17.3,27,14.2,70,1019.4,0,77,
2023-03-24 19:10:00,2023-03-25 01:10:00,318.0,320.0,18.7,28.8,14.5,68,1019.3,0,86,
2023-03-24 19:00:00,2023-03-25 01:00:00,320.0,326.0,17.3,25.6,14.9,67,1019.2,0,158,
2023-03-24 18:50:00,2023-03-25 00:50:00,313.0,296.0,16.8,28.4,14.8,68,1019.2,0,201,
2023-03-24 18:40:00,2023-03-25 00:40:00,309.0,297.0,21.2,32.8,14.7,68,1019.1,0,225,
2023-03-24 18:30:00,2023-03-25 00:30:00,308.0,310.0,21.4,33.5,14.9,68,1019,0,225,
2023-03-24 18:20:00,2023-03-25 00:20:00,310.0,312.0,20.7,28.4,15.1,68,1019,0,318,
2023-03-24 18:10:00,2023-03-25 00:10:00,304.0,299.0,22.2,32.4,15.3,67,1018.9,0,263,
2023-03-24 18:00:00,2023-03-25 00:00:00,318.0,313.0,17.1,28.8,15.6,65,1018.8,0,388,
2023-03-24 17:50:00,2023-03-24 23:50:00,308.0,299.0,22.9,34.9,15.6,62,1018.9,0,433,
2023-03-24 17:40:00,2023-03-24 23:40:00,305.0,294.0,22.4,33.1,15.9,60,1018.9,0,473,
2023-03-24 17:30:00,2023-03-24 23:30:00,312.0,296.0,21,34.6,16.1,58,1018.9,0,511,
2023-03-24 17:20:00,2023-03-24 23:20:00,313.0,308.0,19.9,31,16.3,54,1019,0,548,
2023-03-24 17:10:00,2023-03-24 23:10:00,309.0,303.0,20.5,29.5,16.2,55,1019,0,588,
2023-03-24 17:00:00,2023-03-24 23:00:00,311.0,306.0,20.6,31.3,16.3,56,1019.1,0,613,
2023-03-24 16:50:00,2023-03-24 22:50:00,308.0,301.0,19.9,28.8,16.6,57,1019.1,0,657,
2023-03-24 16:40:00,2023-03-24 22:40:00,327.0,318.0,17.5,23.4,16.6,56,1019.3,0,700,
2023-03-24 16:30:00,2023-03-24 22:30:00,306.0,302.0,21,28.4,16.2,57,1019.5,0,703,
2023-03-24 16:20:00,2023-03-24 22:20:00,313.0,303.0,21.7,32.4,16.6,57,1019.6,0,749,
2023-03-24 16:10:00,2023-03-24 22:10:00,315.0,297.0,19.7,32.4,16.5,56,1019.7,0,903,
2023-03-24 16:00:00,2023-03-24 22:00:00,304.0,299.0,19.2,29.2,16.5,56,1019.8,0,901,
2023-03-24 15:50:00,2023-03-24 21:50:00,305.0,296.0,20.2,29.9,16.5,55,1019.9,0,875,
2023-03-24 15:40:00,2023-03-24 21:40:00,304.0,298.0,20.2,28.8,16.4,56,1020,0,865,
2023-03-24 15:30:00,2023-03-24 21:30:00,308.0,299.0,18.8,30.2,16.4,55,1020.1,0,871,
2023-03-24 15:20:00,2023-03-24 21:20:00,311.0,294.0,17.9,33.8,16.3,55,1020.3,0,888,
2023-03-24 15:10:00,2023-03-24 21:10:00,306.0,296.0,20.1,28.4,16,54,1020.5,0,909,
2023-03-24 15:00:00,2023-03-24 21:00:00,301.0,292.0,23.4,30.6,15.8,56,1020.7,0,918,
2023-03-24 14:50:00,2023-03-24 20:50:00,297.0,290.0,21.2,29.5,15.9,58,1020.8,0,930,
2023-03-24 14:40:00,2023-03-24 20:40:00,302.0,289.0,21.2,28.8,16,56,1020.9,0,931,
2023-03-24 14:30:00,2023-03-24 20:30:00,300.0,296.0,20.8,30.2,16,54,1021,0,947,
2023-03-24 14:20:00,2023-03-24 20:20:00,303.0,287.0,19.1,29.2,16,55,1021.2,0,949,
2023-03-24 14:10:00,2023-03-24 20:10:00,294.0,274.0,20.2,27.7,16,57,1021.4,0,954,
2023-03-24 14:00:00,2023-03-24 20:00:00,296.0,296.0,20.8,31.3,16,56,1021.5,0,955,
2023-03-24 13:50:00,2023-03-24 19:50:00,297.0,298.0,22.1,29.2,16.1,55,1021.6,0,955,
2023-03-24 13:40:00,2023-03-24 19:40:00,301.0,298.0,17.9,28.4,16.2,53,1021.7,0,954,
2023-03-24 13:30:00,2023-03-24 19:30:00,299.0,288.0,20.9,28.8,15.7,56,1021.9,0,950,
2023-03-24 13:20:00,2023-03-24 19:20:00,300.0,292.0,22.1,30.2,15.8,56,1021.8,0,946,
2023-03-24 13:10:00,2023-03-24 19:10:00,308.0,296.0,18,26.3,15.9,54,1021.9,0,936,
2023-03-24 13:00:00,2023-03-24 19:00:00,300.0,299.0,19.7,32.4,15.6,53,1021.9,0,930,
2023-03-24 12:50:00,2023-03-24 18:50:00,297.0,294.0,19.3,28.1,15.4,54,1022,0,917,
2023-03-24 12:40:00,2023-03-24 18:40:00,298.0,301.0,19.4,29.2,15.4,54,1022.1,0,905,
2023-03-24 12:30:00,2023-03-24 18:30:00,296.0,295.0,20.1,29.2,15.2,55,1022.2,0,886,
2023-03-24 12:20:00,2023-03-24 18:20:00,295.0,286.0,19.6,28.4,15.2,56,1022.2,0,867,
2023-03-24 12:10:00,2023-03-24 18:10:00,294.0,298.0,18.8,30.6,15.3,55,1022.2,0,847,
2023-03-24 12:00:00,2023-03-24 18:00:00,299.0,289.0,15.8,25.2,15.4,52,1022.3,0,829,
2023-03-24 11:50:00,2023-03-24 17:50:00,302.0,300.0,17.7,27,15.5,50,1022.3,0,808,
2023-03-24 11:40:00,2023-03-24 17:40:00,311.0,307.0,14,21.2,15.6,50,1022.2,0,779,
2023-03-24 11:30:00,2023-03-24 17:30:00,311.0,310.0,13.1,19.8,15.4,49,1022.2,0,753,
2023-03-24 11:20:00,2023-03-24 17:20:00,312.0,296.0,14.2,20.9,15.2,50,1022.2,0,720,
2023-03-24 11:10:00,2023-03-24 17:10:00,323.0,334.0,12.6,21.6,15,52,1022.1,0,690,
2023-03-24 11:00:00,2023-03-24 17:00:00,339.0,0.0,13.8,22.7,14.8,53,1022.3,0,660,
2023-03-24 10:50:00,2023-03-24 16:50:00,331.0,339.0,13.6,22,14.6,54,1022.3,0,625,
2023-03-24 10:40:00,2023-03-24 16:40:00,322.0,298.0,13.5,21.2,14.4,55,1022.2,0,591,
2023-03-24 10:30:00,2023-03-24 16:30:00,327.0,331.0,11.7,19.8,14.2,58,1022.3,0,556,
2023-03-24 10:20:00,2023-03-24 16:20:00,331.0,338.0,14.8,23,13.8,60,1022.3,0,519,
2023-03-24 10:10:00,2023-03-24 16:10:00,332.0,345.0,12.6,22,13.5,62,1022.3,0,481,
2023-03-24 10:00:00,2023-03-24 16:00:00,334.0,337.0,13.8,22.3,13.2,64,1022.2,0,442,
2023-03-24 09:50:00,2023-03-24 15:50:00,333.0,336.0,11.8,18.7,12.7,67,1022.1,0,402,
2023-03-24 09:40:00,2023-03-24 15:40:00,340.0,352.0,11.9,18.7,12.2,70,1022.2,0,360,
2023-03-24 09:30:00,2023-03-24 15:30:00,340.0,347.0,9.1,14,11.6,74,1022.2,0,319,
2023-03-24 09:20:00,2023-03-24 15:20:00,331.0,345.0,7.4,12.6,10.9,78,1022.1,0,280,
2023-03-24 09:10:00,2023-03-24 15:10:00,343.0,348.0,7.1,9.7,10.2,80,1021.9,0,238,
2023-03-24 09:00:00,2023-03-24 15:00:00,337.0,347.0,4.4,7.2,9.4,85,1021.8,0,200,
2023-03-24 08:50:00,2023-03-24 14:50:00,348.0,349.0,5.3,7.6,8.7,89,1021.7,0,160,
2023-03-24 08:40:00,2023-03-24 14:40:00,328.0,338.0,3.6,6.1,8.1,93,1021.5,0,123,
2023-03-24 08:30:00,2023-03-24 14:30:00,339.0,346.0,5,6.8,7.5,96,1021.4,0,86,
2023-03-24 08:20:00,2023-03-24 14:20:00,337.0,353.0,3.6,5.8,7,97,1021.4,0,50,
2023-03-24 08:10:00,2023-03-24 14:10:00,331.0,338.0,3.6,5.8,6.6,96,1021.2,0,19,
2023-03-24 08:00:00,2023-03-24 14:00:00,323.0,324.0,3.1,4.7,6.5,96,1021.1,0,0,
2023-03-24 07:50:00,2023-03-24 13:50:00,329.0,341.0,4.1,6.1,6.5,95,1021,0,0,
2023-03-24 07:40:00,2023-03-24 13:40:00,328.0,328.0,3.2,4.7,6.6,94,1021,0,0,
2023-03-24 07:30:00,2023-03-24 13:30:00,321.0,325.0,3.1,5,6.8,93,1020.9,0,0,
2023-03-24 07:20:00,2023-03-24 13:20:00,326.0,341.0,4,5.4,6.9,92,1020.7,0,0,
2023-03-24 07:10:00,2023-03-24 13:10:00,324.0,330.0,3.5,6.1,7.3,90,1020.7,0,0,
2023-03-24 07:00:00,2023-03-24 13:00:00,334.0,344.0,6.4,10.1,7.6,90,1020.7,0,0,
2023-03-24 06:50:00,2023-03-24 12:50:00,339.0,341.0,7,9.7,7.8,90,1020.6,0,0,
2023-03-24 06:40:00,2023-03-24 12:40:00,340.0,340.0,7.2,9.7,7.9,90,1020.5,0,0,
2023-03-24 06:30:00,2023-03-24 12:30:00,345.0,347.0,8.2,10.8,8,90,1020.4,0,0,
2023-03-24 06:20:00,2023-03-24 12:20:00,343.0,347.0,8.1,10.8,8.1,90,1020.5,0,0,
2023-03-24 06:10:00,2023-03-24 12:10:00,341.0,348.0,7.6,10.4,8.2,89,1020.5,0,0,
2023-03-24 06:00:00,2023-03-24 12:00:00,341.0,346.0,8.3,11.5,8.4,89,1020.6,0,0,
2023-03-24 05:50:00,2023-03-24 11:50:00,347.0,350.0,9.3,12.6,8.5,88,1020.5,0,0,
2023-03-24 05:40:00,2023-03-24 11:40:00,339.0,336.0,9,11.9,8.7,88,1020.6,0,0,
2023-03-24 05:30:00,2023-03-24 11:30:00,343.0,347.0,8.5,11.5,8.7,88,1020.6,0,0,
2023-03-24 05:20:00,2023-03-24 11:20:00,351.0,350.0,8,11.2,8.5,90,1020.6,0,0,
2023-03-24 05:10:00,2023-03-24 11:10:00,352.0,354.0,7.6,10.4,8.5,89,1020.8,0,0,
2023-03-24 05:00:00,2023-03-24 11:00:00,347.0,348.0,8.3,11.2,8.7,89,1020.8,0,0,
2023-03-24 04:50:00,2023-03-24 10:50:00,347.0,343.0,8.5,11.5,8.8,88,1020.9,0,0,
2023-03-24 04:40:00,2023-03-24 10:40:00,347.0,349.0,8.8,11.2,8.9,88,1021,0,0,
2023-03-24 04:30:00,2023-03-24 10:30:00,342.0,349.0,7.9,10.4,9,88,1021.1,0,0,
2023-03-24 04:20:00,2023-03-24 10:20:00,345.0,344.0,8.4,10.4,9.1,88,1021.2,0,0,
2023-03-24 04:10:00,2023-03-24 10:10:00,344.0,349.0,7.5,11.5,9.1,88,1021.3,0,0,
2023-03-24 04:00:00,2023-03-24 10:00:00,342.0,338.0,7.9,11.2,9.3,87,1021.3,0,0,
2023-03-24 03:50:00,2023-03-24 09:50:00,347.0,333.0,8.3,11.5,9.5,87,1021.4,0,0,
