Servicio Meteorológico Nacional
Red: SMN
Estación: SANQUINTIN
Estado: Baja California
Municipio: Ensenada
Latitud (N): 30.53166667
Longitud (O): -115.8375
Altitud: 32

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-01-18 07:20:00,2023-01-18 13:20:00,65.0,73.0,5.6,7.6,7.5,87,1016.3,0,0,
2023-01-18 07:10:00,2023-01-18 13:10:00,75.0,72.0,4.6,6.8,7.3,89,1016.1,0,0,
2023-01-18 07:00:00,2023-01-18 13:00:00,78.0,80.0,4.3,6.1,7.1,90,1016.1,0,0,
2023-01-18 06:50:00,2023-01-18 12:50:00,44.0,95.0,1.8,3.6,7.1,88,1016.1,0,0,
2023-01-18 06:40:00,2023-01-18 12:40:00,283.0,243.0,1.5,2.5,7.6,85,1016.2,0,0,
2023-01-18 06:30:00,2023-01-18 12:30:00,57.0,74.0,3.6,5.4,7.9,85,1016.1,0,0,
2023-01-18 06:20:00,2023-01-18 12:20:00,61.0,64.0,4.2,6.5,8,85,1016,0,0,
2023-01-18 06:10:00,2023-01-18 12:10:00,67.0,69.0,5.2,7.9,8.2,85,1016,0,0,
2023-01-18 06:00:00,2023-01-18 12:00:00,60.0,67.0,5.2,7.9,8.4,84,1015.9,0,0,
2023-01-18 05:50:00,2023-01-18 11:50:00,56.0,61.0,4.9,7.2,8.6,84,1015.9,0,0,
2023-01-18 05:40:00,2023-01-18 11:40:00,60.0,74.0,5,7.6,8.8,84,1015.9,0,0,
2023-01-18 05:30:00,2023-01-18 11:30:00,54.0,69.0,2.9,5.8,9,83,1016,0,0,
2023-01-18 05:20:00,2023-01-18 11:20:00,53.0,62.0,3.6,6.5,9,83,1015.9,0,0,
2023-01-18 05:10:00,2023-01-18 11:10:00,58.0,64.0,4.2,6.5,9.1,84,1015.8,0,0,
2023-01-18 05:00:00,2023-01-18 11:00:00,60.0,59.0,4.8,6.8,9,87,1015.7,0,0,
2023-01-18 04:50:00,2023-01-18 10:50:00,58.0,70.0,5.2,8.6,8.8,89,1015.7,0,0,
2023-01-18 04:40:00,2023-01-18 10:40:00,59.0,70.0,5.5,8.3,8.8,89,1015.7,0,0,
2023-01-18 04:30:00,2023-01-18 10:30:00,57.0,65.0,5.1,6.8,8.7,90,1015.7,0,0,
2023-01-18 04:20:00,2023-01-18 10:20:00,76.0,83.0,3.9,5.8,8.7,91,1015.7,0,0,
2023-01-18 04:10:00,2023-01-18 10:10:00,72.0,73.0,4.7,7.9,8.8,92,1015.7,0,0,
2023-01-18 04:00:00,2023-01-18 10:00:00,66.0,75.0,5.4,8.3,8.8,93,1015.7,0,0,
2023-01-18 03:50:00,2023-01-18 09:50:00,57.0,60.0,6,10.1,8.8,95,1015.8,0,0,
2023-01-18 03:40:00,2023-01-18 09:40:00,52.0,42.0,4.6,7.2,8.8,97,1015.9,0,0,
2023-01-18 03:30:00,2023-01-18 09:30:00,65.0,62.0,3,4.7,8.8,98,1015.8,0,0,
2023-01-18 03:20:00,2023-01-18 09:20:00,57.0,80.0,2.9,4.7,8.8,99,1015.8,0,0,
2023-01-18 03:10:00,2023-01-18 09:10:00,33.0,50.0,1.5,2.9,8.9,99,1015.9,0,0,
2023-01-18 03:00:00,2023-01-18 09:00:00,333.0,253.0,1,2.2,9,99,1015.9,0,0,
2023-01-18 02:50:00,2023-01-18 08:50:00,227.0,234.0,2,4.3,9,98,1015.9,0,0,
2023-01-18 02:40:00,2023-01-18 08:40:00,126.0,103.0,2,3.2,9,98,1015.8,0,0,
2023-01-18 02:30:00,2023-01-18 08:30:00,58.0,65.0,1.8,3.6,8.9,99,1015.8,0,0,
2023-01-18 02:20:00,2023-01-18 08:20:00,144.0,141.0,2.6,3.2,8.9,99,1015.7,0,0,
2023-01-18 02:10:00,2023-01-18 08:10:00,96.0,99.0,3.6,5,8.8,98,1015.7,0,0,
2023-01-18 02:00:00,2023-01-18 08:00:00,51.0,71.0,2.8,5,8.6,98,1015.7,0,0,
2023-01-18 01:50:00,2023-01-18 07:50:00,314.0,256.0,2.3,4.7,8.4,97,1015.7,0,0,
2023-01-18 01:40:00,2023-01-18 07:40:00,237.0,239.0,1.4,2.9,8.3,96,1015.7,0,0,
2023-01-18 01:30:00,2023-01-18 07:30:00,246.0,238.0,1.4,4.7,8.3,95,1015.6,0,0,
2023-01-18 01:20:00,2023-01-18 07:20:00,250.0,242.0,3,4.7,8.4,92,1015.6,0,0,
2023-01-18 01:10:00,2023-01-18 07:10:00,357.0,349.0,0.3,1.8,8.5,89,1015.5,0,0,
2023-01-18 01:00:00,2023-01-18 07:00:00,19.0,102.0,0.6,2.2,8.9,88,1015.4,0,0,
2023-01-18 00:50:00,2023-01-18 06:50:00,13.0,76.0,0.8,2.5,9.2,87,1015.4,0,0,
2023-01-18 00:40:00,2023-01-18 06:40:00,19.0,15.0,2.4,4.7,9.5,87,1015.4,0,0,
2023-01-18 00:30:00,2023-01-18 06:30:00,26.0,19.0,3.2,5.4,9.5,89,1015.3,0,0,
2023-01-18 00:20:00,2023-01-18 06:20:00,31.0,6.0,2.4,4,9.3,91,1015.3,0,0,
2023-01-18 00:10:00,2023-01-18 06:10:00,29.0,58.0,1.5,3.2,9.3,91,1015.3,0,0,
2023-01-18 00:00:00,2023-01-18 06:00:00,314.0,261.0,2.1,5.4,9.4,91,1015.3,0,0,
2023-01-17 23:50:00,2023-01-18 05:50:00,38.0,24.0,2.3,5.4,9.2,92,1015.3,0,0,
2023-01-17 23:40:00,2023-01-18 05:40:00,68.0,82.0,2.8,4.7,9,92,1015.2,0,0,
2023-01-17 23:30:00,2023-01-18 05:30:00,79.0,82.0,3.8,5.4,8.9,92,1015.2,0,0,
2023-01-17 23:20:00,2023-01-18 05:20:00,84.0,81.0,4.8,7.6,8.9,92,1015.1,0,0,
2023-01-17 23:10:00,2023-01-18 05:10:00,68.0,68.0,4.3,7.6,9,92,1015.1,0,0,
2023-01-17 23:00:00,2023-01-18 05:00:00,69.0,74.0,6,8.6,9.1,92,1015,0,0,
2023-01-17 22:50:00,2023-01-18 04:50:00,65.0,71.0,4.8,7.2,9.2,92,1015.1,0,0,
2023-01-17 22:40:00,2023-01-18 04:40:00,64.0,68.0,4.4,6.1,9.3,93,1015,0,0,
2023-01-17 22:30:00,2023-01-18 04:30:00,61.0,69.0,3.6,6.1,9.4,94,1015,0,0,
2023-01-17 22:20:00,2023-01-18 04:20:00,75.0,65.0,4.2,5.8,9.6,95,1014.9,0,0,
2023-01-17 22:10:00,2023-01-18 04:10:00,55.0,70.0,2.7,4.7,9.8,95,1014.7,0,0,
2023-01-17 22:00:00,2023-01-18 04:00:00,44.0,46.0,2,3.2,9.9,95,1014.6,0,0,
2023-01-17 21:50:00,2023-01-18 03:50:00,21.0,10.0,1.6,2.9,10,94,1014.5,0,0,
2023-01-17 21:40:00,2023-01-18 03:40:00,357.0,4.0,1.8,2.9,9.8,93,1014.5,0,0,
2023-01-17 21:30:00,2023-01-18 03:30:00,324.0,343.0,1.5,1.8,9.9,90,1014.4,0,0,
2023-01-17 21:20:00,2023-01-18 03:20:00,334.0,339.0,1.3,2.2,10.1,88,1014.2,0,0,
2023-01-17 21:10:00,2023-01-18 03:10:00,306.0,279.0,1.9,4,10.6,86,1014,0,0,
2023-01-17 21:00:00,2023-01-18 03:00:00,300.0,274.0,2.7,4.7,10.9,84,1013.8,0,0,
2023-01-17 20:50:00,2023-01-18 02:50:00,322.0,346.0,2.3,4,11.2,82,1013.8,0,0,
2023-01-17 20:40:00,2023-01-18 02:40:00,340.0,343.0,5.2,9.4,11.6,80,1013.7,0,0,
2023-01-17 20:30:00,2023-01-18 02:30:00,336.0,337.0,5.7,7.9,11.9,78,1013.6,0,0,
2023-01-17 20:20:00,2023-01-18 02:20:00,347.0,353.0,7.6,11.5,12.1,76,1013.6,0,0,
2023-01-17 20:10:00,2023-01-18 02:10:00,349.0,353.0,7.5,11.9,12.2,75,1013.5,0,0,
2023-01-17 20:00:00,2023-01-18 02:00:00,348.0,357.0,6.9,11.5,12.2,78,1013.4,0,0,
2023-01-17 19:50:00,2023-01-18 01:50:00,329.0,344.0,5.4,8.3,12.5,77,1013.4,0,0,
2023-01-17 19:40:00,2023-01-18 01:40:00,328.0,349.0,6.8,13.3,12.7,74,1013.3,0,0,
2023-01-17 19:30:00,2023-01-18 01:30:00,342.0,350.0,7.9,13,12.7,72,1013.3,0,0,
2023-01-17 19:20:00,2023-01-18 01:20:00,343.0,346.0,8.8,12.2,12.7,72,1013.2,0,0,
2023-01-17 19:10:00,2023-01-18 01:10:00,339.0,348.0,9.5,13,12.9,73,1013.2,0,0,
2023-01-17 19:00:00,2023-01-18 01:00:00,341.0,350.0,11,16.6,13.2,72,1013.1,0,0,
2023-01-17 18:50:00,2023-01-18 00:50:00,341.0,349.0,11.5,15.8,13.4,73,1013,0,0,
2023-01-17 18:40:00,2023-01-18 00:40:00,344.0,350.0,12.8,18.4,13.7,72,1012.9,0,5,
2023-01-17 18:30:00,2023-01-18 00:30:00,347.0,342.0,15.9,24.5,14.1,70,1012.7,0,62,
2023-01-17 18:20:00,2023-01-18 00:20:00,339.0,338.0,17.7,27.4,14.4,68,1012.6,0,139,
2023-01-17 18:10:00,2023-01-18 00:10:00,340.0,353.0,16.2,26.3,14.5,68,1012.6,0,189,
2023-01-17 18:00:00,2023-01-18 00:00:00,327.0,330.0,12.5,19.4,14.3,67,1012.6,0,190,
2023-01-17 17:50:00,2023-01-17 23:50:00,330.0,340.0,12.6,24.1,14.3,70,1012.6,0,63,
2023-01-17 17:40:00,2023-01-17 23:40:00,319.0,336.0,16.3,26.3,15.2,66,1012.5,0,93,
2023-01-17 17:30:00,2023-01-17 23:30:00,311.0,291.0,13.9,22.7,15.3,63,1012.4,0,354,
2023-01-17 17:20:00,2023-01-17 23:20:00,322.0,316.0,14.1,21.2,15.2,62,1012.4,0,346,
2023-01-17 17:10:00,2023-01-17 23:10:00,311.0,298.0,15.7,24.5,15.2,62,1012.3,0,357,
2023-01-17 17:00:00,2023-01-17 23:00:00,314.0,298.0,15.5,25.2,15.1,61,1012.2,0,402,
2023-01-17 16:50:00,2023-01-17 22:50:00,314.0,299.0,16.4,25.6,15,61,1012.2,0,429,
2023-01-17 16:40:00,2023-01-17 22:40:00,314.0,307.0,14.4,23,14.8,67,1012.2,0,382,
2023-01-17 16:30:00,2023-01-17 22:30:00,308.0,310.0,13.4,20.5,14.6,70,1012.2,0,467,
2023-01-17 16:20:00,2023-01-17 22:20:00,307.0,290.0,11.6,17.3,14.4,72,1012.2,0,372,
2023-01-17 16:10:00,2023-01-17 22:10:00,317.0,300.0,14.6,27.4,15.1,68,1012.2,0,472,
2023-01-17 16:00:00,2023-01-17 22:00:00,300.0,300.0,17.4,27.4,15.4,61,1012.2,0,520,
2023-01-17 15:50:00,2023-01-17 21:50:00,310.0,306.0,14.1,19.8,15.3,63,1012.1,0,571,
2023-01-17 15:40:00,2023-01-17 21:40:00,313.0,309.0,16,23.8,15.4,62,1012.1,0,594,
2023-01-17 15:30:00,2023-01-17 21:30:00,316.0,333.0,14.6,22,15.5,63,1012.2,0,617,
2023-01-17 15:20:00,2023-01-17 21:20:00,305.0,302.0,15.4,23,15.3,63,1012.2,0,628,
2023-01-17 15:10:00,2023-01-17 21:10:00,304.0,302.0,17.2,25.6,15.2,62,1012.3,0,643,
2023-01-17 15:00:00,2023-01-17 21:00:00,311.0,307.0,15.4,24.1,15.2,61,1012.3,0,659,
2023-01-17 14:50:00,2023-01-17 20:50:00,324.0,298.0,15,25.6,15.5,61,1012.4,0,685,
2023-01-17 14:40:00,2023-01-17 20:40:00,325.0,345.0,13.9,24.5,15.5,62,1012.4,0,706,
2023-01-17 14:30:00,2023-01-17 20:30:00,300.0,295.0,13.3,21.2,15.1,62,1012.5,0,697,
2023-01-17 14:20:00,2023-01-17 20:20:00,317.0,319.0,13,19.4,15.4,61,1012.6,0,408,
2023-01-17 14:10:00,2023-01-17 20:10:00,331.0,337.0,14.1,23.4,15.5,61,1012.6,0,670,
2023-01-17 14:00:00,2023-01-17 20:00:00,321.0,342.0,12.7,22.3,15.7,59,1012.8,0,632,
2023-01-17 13:50:00,2023-01-17 19:50:00,319.0,341.0,9,13.3,15.4,62,1013,0,623,
2023-01-17 13:40:00,2023-01-17 19:40:00,330.0,337.0,11.7,21.6,15.2,63,1013.1,0,696,
2023-01-17 13:30:00,2023-01-17 19:30:00,327.0,354.0,9.6,14,15,65,1013.2,0,672,
2023-01-17 13:20:00,2023-01-17 19:20:00,321.0,309.0,9.9,14.8,14.6,64,1013.4,0,667,
2023-01-17 13:10:00,2023-01-17 19:10:00,337.0,344.0,10.5,16.9,14.3,66,1013.6,0,657,
2023-01-17 13:00:00,2023-01-17 19:00:00,332.0,344.0,8.7,14,13.8,70,1013.7,0,652,
2023-01-17 12:50:00,2023-01-17 18:50:00,337.0,346.0,8.2,13.3,12.9,80,1013.8,0,653,
2023-01-17 12:40:00,2023-01-17 18:40:00,355.0,352.0,8.6,19.8,13.1,81,1013.9,0,302,
2023-01-17 12:30:00,2023-01-17 18:30:00,338.0,346.0,14.4,27,14.7,68,1014,0,523,
2023-01-17 12:20:00,2023-01-17 18:20:00,328.0,346.0,8,14.8,14.6,65,1014,0,654,
2023-01-17 12:10:00,2023-01-17 18:10:00,341.0,350.0,9,14.8,14.2,67,1014.1,0,550,
2023-01-17 12:00:00,2023-01-17 18:00:00,344.0,338.0,9.9,14.4,14.3,66,1014.1,0,574,
2023-01-17 11:50:00,2023-01-17 17:50:00,335.0,355.0,8.9,12.2,14.1,66,1014.1,0,553,
2023-01-17 11:40:00,2023-01-17 17:40:00,339.0,339.0,7.7,12.2,13.6,68,1014,0,473,
2023-01-17 11:30:00,2023-01-17 17:30:00,336.0,348.0,7.1,11.9,13.7,67,1013.9,0,300,
2023-01-17 11:20:00,2023-01-17 17:20:00,344.0,358.0,7.9,11.9,13.3,70,1013.8,0,458,
2023-01-17 11:10:00,2023-01-17 17:10:00,349.0,356.0,8.1,12.6,12.9,73,1013.7,0,420,
2023-01-17 11:00:00,2023-01-17 17:00:00,355.0,352.0,6.8,11.5,12.4,79,1013.5,0,388,
2023-01-17 10:50:00,2023-01-17 16:50:00,3.0,357.0,5.1,8.6,11.8,87,1013.4,0,315,
2023-01-17 10:40:00,2023-01-17 16:40:00,1.0,9.0,6.4,12.2,11.1,92,1013.3,0,268,
2023-01-17 10:30:00,2023-01-17 16:30:00,2.0,354.0,7.8,13,10.9,99,1013.1,0,174,
2023-01-17 10:20:00,2023-01-17 16:20:00,5.0,11.0,5.7,9.4,10.7,100,1013.1,0,194,
2023-01-17 10:10:00,2023-01-17 16:10:00,14.0,6.0,6.5,10.8,10.5,100,1012.9,0,203,
2023-01-17 10:00:00,2023-01-17 16:00:00,26.0,24.0,3.5,7.6,10.3,100,1012.7,0,252,
2023-01-17 09:50:00,2023-01-17 15:50:00,48.0,34.0,2.8,5.4,9.7,100,1012.5,0,181,
2023-01-17 09:40:00,2023-01-17 15:40:00,77.0,100.0,3.3,5.4,9.3,100,1012.4,0,125,
2023-01-17 09:30:00,2023-01-17 15:30:00,31.0,80.0,3.5,6.5,8.9,100,1012.4,0,30,
2023-01-17 09:20:00,2023-01-17 15:20:00,12.0,1.0,1.2,4.3,8.8,100,1012.3,0,0,
2023-01-17 09:10:00,2023-01-17 15:10:00,318.0,340.0,2.5,6.1,8.6,100,1012.3,0,4,
2023-01-17 09:00:00,2023-01-17 15:00:00,187.0,208.0,1.7,2.9,8.5,100,1012,0,6,
2023-01-17 08:50:00,2023-01-17 14:50:00,136.0,131.0,2.1,2.5,8.5,100,1011.9,0,0,
2023-01-17 08:40:00,2023-01-17 14:40:00,121.0,114.0,1.7,2.5,8.5,100,1011.7,0,0,
2023-01-17 08:30:00,2023-01-17 14:30:00,27.0,97.0,0.8,2.2,8.5,100,1011.5,0,0,
2023-01-17 08:20:00,2023-01-17 14:20:00,332.0,324.0,0.8,2.5,8.5,100,1011.5,0.2,0,
2023-01-17 08:10:00,2023-01-17 14:10:00,16.0,28.0,1.2,3.2,8.4,100,1011.3,0,0,
2023-01-17 08:00:00,2023-01-17 14:00:00,42.0,57.0,1.7,4,8.4,100,1011.2,0,0,
2023-01-17 07:50:00,2023-01-17 13:50:00,66.0,61.0,1.9,3.2,8.5,100,1011.1,0,0,
2023-01-17 07:40:00,2023-01-17 13:40:00,59.0,77.0,2.8,5.4,8.5,100,1011.1,0,0,
2023-01-17 07:30:00,2023-01-17 13:30:00,67.0,74.0,3.1,4.7,8.6,100,1010.9,0,0,
2023-01-17 07:20:00,2023-01-17 13:20:00,59.0,75.0,3,5,8.9,100,1010.8,0,0,
2023-01-17 07:10:00,2023-01-17 13:10:00,20.0,12.0,2.8,7.2,9.1,100,1010.8,0,0,
2023-01-17 07:00:00,2023-01-17 13:00:00,359.0,7.0,5.3,8.3,9.2,100,1010.8,0,0,
2023-01-17 06:50:00,2023-01-17 12:50:00,7.0,4.0,4.4,6.8,9.2,100,1010.7,0,0,
2023-01-17 06:40:00,2023-01-17 12:40:00,0.0,4.0,5,7.6,9,100,1010.7,0,0,
2023-01-17 06:30:00,2023-01-17 12:30:00,336.0,0.0,3.2,4.7,8.7,100,1010.6,0.2,0,
2023-01-17 06:20:00,2023-01-17 12:20:00,46.0,65.0,1.7,2.9,8.6,100,1010.4,0,0,
2023-01-17 06:10:00,2023-01-17 12:10:00,7.0,5.0,1,3.6,8.7,100,1010.4,0,0,
2023-01-17 06:00:00,2023-01-17 12:00:00,12.0,349.0,1.3,2.2,8.8,100,1010.3,0,0,
2023-01-17 05:50:00,2023-01-17 11:50:00,328.0,333.0,2.5,4,8.9,100,1010.3,0,0,
2023-01-17 05:40:00,2023-01-17 11:40:00,334.0,340.0,2.9,4,9.1,100,1010.3,0,0,
2023-01-17 05:30:00,2023-01-17 11:30:00,356.0,5.0,3.7,5,9.4,100,1010.1,0,0,
2023-01-17 05:20:00,2023-01-17 11:20:00,27.0,26.0,2,4,9.4,100,1010,0,0,
2023-01-17 05:10:00,2023-01-17 11:10:00,37.0,58.0,1.9,3.6,9.6,100,1010.1,0,0,
2023-01-17 05:00:00,2023-01-17 11:00:00,80.0,70.0,3.3,5,9.7,100,1010.1,0,0,
2023-01-17 04:50:00,2023-01-17 10:50:00,34.0,2.0,1.6,2.5,9.8,100,1010.3,0,0,
2023-01-17 04:40:00,2023-01-17 10:40:00,6.0,356.0,1.5,2.5,10,100,1010.3,0,0,
2023-01-17 04:30:00,2023-01-17 10:30:00,353.0,1.0,3.5,5.8,10.2,100,1010.5,0,0,
2023-01-17 04:20:00,2023-01-17 10:20:00,357.0,9.0,4,6.8,10.4,100,1010.7,0,0,
2023-01-17 04:10:00,2023-01-17 10:10:00,10.0,9.0,4.8,9.4,10.6,100,1010.8,0.2,0,
2023-01-17 04:00:00,2023-01-17 10:00:00,5.0,341.0,5.7,8.6,10.5,100,1010.9,0,0,
2023-01-17 03:50:00,2023-01-17 09:50:00,7.0,8.0,5,10.1,10.4,100,1010.8,0,0,
2023-01-17 03:40:00,2023-01-17 09:40:00,352.0,341.0,7,9.7,10.3,100,1010.9,0,0,
2023-01-17 03:30:00,2023-01-17 09:30:00,349.0,349.0,10.3,14.8,10.1,100,1010.9,0,0,
2023-01-17 03:20:00,2023-01-17 09:20:00,335.0,344.0,4.7,10.4,9.8,100,1010.9,0,0,
2023-01-17 03:10:00,2023-01-17 09:10:00,320.0,325.0,2.1,3.6,9.8,100,1010.7,0,0,
2023-01-17 03:00:00,2023-01-17 09:00:00,333.0,338.0,2.7,4.7,9.9,100,1010.7,0,0,
2023-01-17 02:50:00,2023-01-17 08:50:00,331.0,342.0,3.5,5,10.1,100,1010.6,0,0,
2023-01-17 02:40:00,2023-01-17 08:40:00,336.0,333.0,3.5,5,10.3,100,1010.6,0,0,
2023-01-17 02:30:00,2023-01-17 08:30:00,339.0,340.0,4.4,6.5,10.4,100,1010.6,0,0,
2023-01-17 02:20:00,2023-01-17 08:20:00,349.0,344.0,4.7,6.8,10.5,100,1010.5,0,0,
2023-01-17 02:10:00,2023-01-17 08:10:00,346.0,344.0,4.6,6.1,10.5,100,1010.6,0,0,
2023-01-17 02:00:00,2023-01-17 08:00:00,331.0,337.0,3.1,4.7,10.6,100,1010.8,0,0,
2023-01-17 01:50:00,2023-01-17 07:50:00,328.0,343.0,3.6,5,10.8,100,1010.8,0,0,
2023-01-17 01:40:00,2023-01-17 07:40:00,332.0,342.0,3.9,5.8,10.9,100,1010.7,0,0,
2023-01-17 01:30:00,2023-01-17 07:30:00,334.0,341.0,3.9,5.4,11.1,100,1010.6,0,0,
2023-01-17 01:20:00,2023-01-17 07:20:00,342.0,353.0,3.2,5.4,11.2,99,1010.7,0,0,
2023-01-17 01:10:00,2023-01-17 07:10:00,357.0,355.0,4.3,5.8,11.5,99,1010.6,0,0,
2023-01-17 01:00:00,2023-01-17 07:00:00,6.0,9.0,4.1,6.8,11.6,98,1010.6,0,0,
2023-01-17 00:50:00,2023-01-17 06:50:00,7.0,3.0,4.4,7.6,11.8,98,1010.6,0,0,
2023-01-17 00:40:00,2023-01-17 06:40:00,356.0,2.0,6,8.3,12,99,1010.7,0,0,
2023-01-17 00:30:00,2023-01-17 06:30:00,353.0,343.0,5.6,7.9,12.1,99,1010.7,0,0,
2023-01-17 00:20:00,2023-01-17 06:20:00,352.0,351.0,7.1,11.2,12.2,100,1010.7,0,0,
2023-01-17 00:10:00,2023-01-17 06:10:00,353.0,352.0,8.7,13,12.2,100,1010.6,0,0,
2023-01-17 00:00:00,2023-01-17 06:00:00,352.0,346.0,9.3,12.6,12.2,100,1010.6,0,0,
2023-01-16 23:50:00,2023-01-17 05:50:00,349.0,357.0,9.1,12.6,12.2,100,1010.6,0,0,
2023-01-16 23:40:00,2023-01-17 05:40:00,346.0,349.0,9.2,13,12.1,100,1010.5,0,0,
2023-01-16 23:30:00,2023-01-17 05:30:00,345.0,341.0,8.3,12.2,12.2,100,1010.5,0,0,
2023-01-16 23:20:00,2023-01-17 05:20:00,345.0,347.0,7.9,10.4,12.3,100,1010.4,0,0,
2023-01-16 23:10:00,2023-01-17 05:10:00,342.0,342.0,8,11.5,12.5,100,1010.3,0,0,
2023-01-16 23:00:00,2023-01-17 05:00:00,344.0,353.0,9.2,14,12.6,100,1010.3,0,0,
2023-01-16 22:50:00,2023-01-17 04:50:00,347.0,343.0,10,15.1,12.7,100,1010.2,0,0,
2023-01-16 22:40:00,2023-01-17 04:40:00,347.0,349.0,12.7,19.1,12.7,100,1010.2,0,0,
2023-01-16 22:30:00,2023-01-17 04:30:00,345.0,343.0,13.7,20.5,12.7,100,1010.2,0,0,
2023-01-16 22:20:00,2023-01-17 04:20:00,332.0,348.0,10.4,16.2,12.6,100,1010.1,0,0,
2023-01-16 22:10:00,2023-01-17 04:10:00,324.0,332.0,6.1,11.2,12.6,100,1010.1,0,0,
2023-01-16 22:00:00,2023-01-17 04:00:00,351.0,351.0,5.9,8.6,12.5,100,1009.8,0,0,
2023-01-16 21:50:00,2023-01-17 03:50:00,353.0,351.0,6.5,9.7,12.5,100,1009.7,0,0,
2023-01-16 21:40:00,2023-01-17 03:40:00,357.0,9.0,7,10.4,12.5,100,1009.6,0,0,
2023-01-16 21:30:00,2023-01-17 03:30:00,359.0,347.0,6.6,11.5,12.5,100,1009.5,0,0,
2023-01-16 21:20:00,2023-01-17 03:20:00,1.0,11.0,7.3,14,12.5,100,1009.3,0,0,
2023-01-16 21:10:00,2023-01-17 03:10:00,6.0,7.0,6.6,14.4,12.6,100,1009.2,0,0,
2023-01-16 21:00:00,2023-01-17 03:00:00,359.0,352.0,9.4,15.1,12.7,100,1009.2,0,0,
2023-01-16 20:50:00,2023-01-17 02:50:00,355.0,352.0,11.2,19.4,12.9,100,1009.2,0,0,
2023-01-16 20:40:00,2023-01-17 02:40:00,349.0,352.0,11.4,18.7,13,100,1009.1,0,0,
2023-01-16 20:30:00,2023-01-17 02:30:00,332.0,328.0,10.8,17.3,13.1,100,1009.1,0.2,0,
2023-01-16 20:20:00,2023-01-17 02:20:00,320.0,340.0,10.5,18.4,13,100,1008.9,0,0,
2023-01-16 20:10:00,2023-01-17 02:10:00,335.0,334.0,14.2,28.4,12.9,100,1008.7,0.4,0,
2023-01-16 20:00:00,2023-01-17 02:00:00,339.0,347.0,13.6,21.6,13,100,1008.6,0.2,0,
2023-01-16 19:50:00,2023-01-17 01:50:00,329.0,325.0,12.3,19.4,12.9,100,1008.6,0.2,0,
2023-01-16 19:40:00,2023-01-17 01:40:00,320.0,315.0,12.4,22,13,100,1008.5,0,0,
2023-01-16 19:30:00,2023-01-17 01:30:00,304.0,296.0,17.4,26.3,13.4,100,1008.4,0.2,0,
2023-01-16 19:20:00,2023-01-17 01:20:00,301.0,309.0,20.5,29.5,14.2,100,1008.3,1,0,
2023-01-16 19:10:00,2023-01-17 01:10:00,264.0,294.0,11,25.9,15.6,97,1008.2,0.8,0,
2023-01-16 19:00:00,2023-01-17 01:00:00,229.0,232.0,6.9,10.1,16,92,1008,0,0,
2023-01-16 18:50:00,2023-01-17 00:50:00,231.0,241.0,5.9,10.1,16.2,89,1007.8,0,0,
2023-01-16 18:40:00,2023-01-17 00:40:00,243.0,255.0,6.2,9,16.3,88,1007.9,0,0,
2023-01-16 18:30:00,2023-01-17 00:30:00,243.0,247.0,4.8,7.9,16.3,87,1007.8,0,7,
2023-01-16 18:20:00,2023-01-17 00:20:00,252.0,253.0,6.5,10.4,16.4,86,1007.9,0,31,
2023-01-16 18:10:00,2023-01-17 00:10:00,253.0,247.0,6.7,10.1,16.4,86,1007.9,0,54,
2023-01-16 18:00:00,2023-01-17 00:00:00,252.0,250.0,7.5,11.2,16.5,85,1007.9,0,68,
2023-01-16 17:50:00,2023-01-16 23:50:00,245.0,252.0,6.8,9,16.5,85,1007.9,0,87,
2023-01-16 17:40:00,2023-01-16 23:40:00,251.0,251.0,5.8,8.6,16.5,85,1007.8,0,109,
2023-01-16 17:30:00,2023-01-16 23:30:00,259.0,250.0,5.5,8.3,16.4,86,1007.8,0,118,
2023-01-16 17:20:00,2023-01-16 23:20:00,260.0,270.0,6.3,9.4,16.2,87,1007.9,0,110,
2023-01-16 17:10:00,2023-01-16 23:10:00,269.0,278.0,7.9,12.2,16.1,90,1008,0,109,
2023-01-16 17:00:00,2023-01-16 23:00:00,278.0,274.0,6.1,9.4,16.2,91,1008.1,0,81,
2023-01-16 16:50:00,2023-01-16 22:50:00,277.0,268.0,10.2,16.9,16.6,85,1008.3,0,40,
2023-01-16 16:40:00,2023-01-16 22:40:00,269.0,261.0,9.8,14.4,17,80,1008.3,0,111,
2023-01-16 16:30:00,2023-01-16 22:30:00,265.0,267.0,8.9,13.7,17.2,79,1008.5,0,157,
2023-01-16 16:20:00,2023-01-16 22:20:00,270.0,268.0,9.3,13,17.4,75,1008.5,0,166,
2023-01-16 16:10:00,2023-01-16 22:10:00,280.0,268.0,8.5,13,17.5,73,1008.4,0,227,
2023-01-16 16:00:00,2023-01-16 22:00:00,297.0,290.0,7.7,11.5,17.5,73,1008.4,0,215,
2023-01-16 15:50:00,2023-01-16 21:50:00,301.0,300.0,6.4,10.1,17.4,73,1008.5,0,177,
2023-01-16 15:40:00,2023-01-16 21:40:00,295.0,288.0,7.2,11.9,17.3,73,1008.6,0,186,
2023-01-16 15:30:00,2023-01-16 21:30:00,279.0,274.0,7.8,13.7,17.2,75,1008.7,0,185,
