Servicio Meteorológico Nacional
Red: SMN-ESMA
Estación: MORELIA
Estado: Michoacán de Ocampo
Municipio: Morelia
Latitud (N): 19.72138
Longitud (O): -101.18277
Altitud: 1918

Fecha Local,Fecha UTC,Temperatura del Aire (°C),Precipitación (mm),Humedad relativa (%),Presión Atmosférica (hpa),Radiación Solar (W/m²),Dirección del Viento (grados),Rapidez de viento (km/h),Dirección de ráfaga (grados),Rapidez de ráfaga (km/h),
2023-01-22 08:00:00,2023-01-22 14:00:00,7.7,,86,,118,,,,,
2023-01-22 07:50:00,2023-01-22 13:50:00,7.5,0,87,809.9,76,,,171.0,10.44,
2023-01-18 16:50:00,2023-01-18 22:50:00,22.4,0,34,807.1,338,,,111.0,19.44,
2023-01-18 16:40:00,2023-01-18 22:40:00,22.4,,34,,387,,,,,
2023-01-18 16:30:00,2023-01-18 22:30:00,22.8,,33,,327,,,,,
2023-01-18 16:20:00,2023-01-18 22:20:00,23,,33,,465,,,,,
2023-01-18 16:10:00,2023-01-18 22:10:00,23,,35,,346,,,,,
2023-01-18 16:00:00,2023-01-18 22:00:00,23.3,,33,,294,,,,,
2023-01-18 15:50:00,2023-01-18 21:50:00,23.8,0,33,806.9,417,,,175.0,21.24,
2023-01-18 15:40:00,2023-01-18 21:40:00,23.8,,33,,588,,,,,
2023-01-18 15:30:00,2023-01-18 21:30:00,24.3,,32,,424,,,,,
2023-01-18 15:20:00,2023-01-18 21:20:00,24.6,,31,,686,,,,,
2023-01-18 15:10:00,2023-01-18 21:10:00,24.7,,31,,635,,,,,
2023-01-18 15:00:00,2023-01-18 21:00:00,24.8,,28,,727,,,,,
2023-01-18 14:50:00,2023-01-18 20:50:00,24.8,0,26,807.3,430,,,168.0,17.28,
2023-01-18 14:40:00,2023-01-18 20:40:00,25,,22,,529,,,,,
2023-01-18 14:30:00,2023-01-18 20:30:00,24.8,,23,,520,,,,,
2023-01-18 14:20:00,2023-01-18 20:20:00,24.8,,25,,646,,,,,
2023-01-18 14:10:00,2023-01-18 20:10:00,24.7,,22,,402,,,,,
2023-01-18 14:00:00,2023-01-18 20:00:00,25.3,,23,,579,,,,,
2023-01-18 13:50:00,2023-01-18 19:50:00,25,0,20,807.9,859,,,96.0,13.68,
2023-01-18 13:40:00,2023-01-18 19:40:00,24.8,,20,,769,,,,,
2023-01-18 13:30:00,2023-01-18 19:30:00,24.4,,20,,864,,,,,
2023-01-18 13:20:00,2023-01-18 19:20:00,24.1,,22,,878,,,,,
2023-01-18 13:10:00,2023-01-18 19:10:00,24.4,,22,,869,,,,,
2023-01-18 13:00:00,2023-01-18 19:00:00,24.4,,26,,890,,,,,
2023-01-18 12:50:00,2023-01-18 18:50:00,25,0,26,809,901,,,174.0,10.8,
2023-01-18 12:40:00,2023-01-18 18:40:00,24.3,,30,,900,,,,,
2023-01-18 12:30:00,2023-01-18 18:30:00,23.9,,31,,899,,,,,
2023-01-18 12:20:00,2023-01-18 18:20:00,23.2,,31,,919,,,,,
2023-01-18 12:10:00,2023-01-18 18:10:00,22.4,,34,,460,,,,,
2023-01-18 12:00:00,2023-01-18 18:00:00,21.8,,34,,813,,,,,
2023-01-18 11:50:00,2023-01-18 17:50:00,21.3,0,36,810,761,,,174.0,7.56,
2023-01-18 11:40:00,2023-01-18 17:40:00,21.2,,38,,672,,,,,
2023-01-18 11:30:00,2023-01-18 17:30:00,21.3,,38,,476,,,,,
2023-01-18 11:20:00,2023-01-18 17:20:00,20.4,,39,,777,,,,,
2023-01-18 11:10:00,2023-01-18 17:10:00,20.5,,40,,543,,,,,
2023-01-18 11:00:00,2023-01-18 17:00:00,20.5,,39,,611,,,,,
2023-01-18 10:50:00,2023-01-18 16:50:00,19.7,0,43,810.7,782,,,151.0,12.6,
2023-01-18 10:40:00,2023-01-18 16:40:00,19.2,,42,,745,,,,,
2023-01-18 10:30:00,2023-01-18 16:30:00,18.7,,44,,720,,,,,
2023-01-18 10:20:00,2023-01-18 16:20:00,17.6,,46,,676,,,,,
2023-01-18 10:10:00,2023-01-18 16:10:00,17.1,,49,,632,,,,,
2023-01-18 10:00:00,2023-01-18 16:00:00,16.6,,50,,597,,,,,
2023-01-18 09:50:00,2023-01-18 15:50:00,15.8,0,55,810.9,565,,,173.0,13.32,
2023-01-18 09:40:00,2023-01-18 15:40:00,14.7,,58,,532,,,,,
2023-01-18 09:30:00,2023-01-18 15:30:00,13.8,,63,,487,,,,,
2023-01-18 09:20:00,2023-01-18 15:20:00,12.6,,67,,458,,,,,
2023-01-18 09:10:00,2023-01-18 15:10:00,11.4,,71,,368,,,,,
2023-01-18 09:00:00,2023-01-18 15:00:00,10,,74,,392,,,,,
2023-01-18 08:50:00,2023-01-18 14:50:00,9.1,0,78,810.7,351,,,175.0,13.68,
2023-01-18 08:40:00,2023-01-18 14:40:00,8.6,,80,,291,,,,,
2023-01-18 08:30:00,2023-01-18 14:30:00,8.3,,81,,178,,,,,
2023-01-18 08:20:00,2023-01-18 14:20:00,8.1,,83,,151,,,,,
2023-01-18 08:10:00,2023-01-18 14:10:00,7.7,,86,,175,,,,,
2023-01-18 08:00:00,2023-01-18 14:00:00,7.2,,88,,81,,,,,
2023-01-18 07:50:00,2023-01-18 13:50:00,7.1,0,88,810,37,,,173.0,10.08,
2023-01-18 07:40:00,2023-01-18 13:40:00,7.1,,88,,20,,,,,
2023-01-18 07:30:00,2023-01-18 13:30:00,7.1,,88,,6,,,,,
2023-01-18 07:20:00,2023-01-18 13:20:00,7,,90,,0,,,,,
2023-01-18 07:10:00,2023-01-18 13:10:00,7,,90,,0,,,,,
2023-01-18 07:00:00,2023-01-18 13:00:00,7.2,,89,,0,,,,,
2023-01-18 06:50:00,2023-01-18 12:50:00,7.3,0,89,809.5,0,,,154.0,10.08,
2023-01-18 06:40:00,2023-01-18 12:40:00,7.3,,90,,0,,,,,
2023-01-18 06:30:00,2023-01-18 12:30:00,7.3,,90,,0,,,,,
2023-01-18 06:20:00,2023-01-18 12:20:00,7.4,,90,,0,,,,,
2023-01-18 06:10:00,2023-01-18 12:10:00,7.4,,90,,0,,,,,
2023-01-18 06:00:00,2023-01-18 12:00:00,7.6,,91,,0,,,,,
2023-01-18 05:50:00,2023-01-18 11:50:00,7.7,0,92,809,0,,,223.0,7.92,
2023-01-18 05:40:00,2023-01-18 11:40:00,7.9,,91,,0,,,,,
2023-01-18 05:30:00,2023-01-18 11:30:00,8.1,,90,,0,,,,,
2023-01-18 05:20:00,2023-01-18 11:20:00,8.2,,90,,0,,,,,
2023-01-18 05:10:00,2023-01-18 11:10:00,8.3,,91,,0,,,,,
2023-01-18 05:00:00,2023-01-18 11:00:00,8.4,,91,,0,,,,,
2023-01-18 04:50:00,2023-01-18 10:50:00,8.5,0,91,808.9,0,,,169.0,11.52,
2023-01-18 04:40:00,2023-01-18 10:40:00,8.5,,91,,0,,,,,
2023-01-18 04:30:00,2023-01-18 10:30:00,8.5,,91,,0,,,,,
2023-01-18 04:20:00,2023-01-18 10:20:00,8.7,,90,,0,,,,,
2023-01-18 04:10:00,2023-01-18 10:10:00,8.8,,90,,0,,,,,
2023-01-18 04:00:00,2023-01-18 10:00:00,9,,89,,0,,,,,
2023-01-18 03:50:00,2023-01-18 09:50:00,9.3,0,88,808.8,0,,,210.0,9.72,
2023-01-18 03:40:00,2023-01-18 09:40:00,9.4,,90,,0,,,,,
2023-01-18 03:30:00,2023-01-18 09:30:00,9.4,,93,,0,,,,,
2023-01-18 03:20:00,2023-01-18 09:20:00,9.3,,93,,0,,,,,
2023-01-18 03:10:00,2023-01-18 09:10:00,9.4,,93,,0,,,,,
2023-01-18 03:00:00,2023-01-18 09:00:00,9.6,,93,,0,,,,,
2023-01-18 02:50:00,2023-01-18 08:50:00,9.9,0,92,809,0,,,221.0,9.36,
2023-01-18 02:40:00,2023-01-18 08:40:00,10.1,,92,,0,,,,,
2023-01-18 02:30:00,2023-01-18 08:30:00,10,,93,,0,,,,,
2023-01-18 02:20:00,2023-01-18 08:20:00,10.2,,91,,0,,,,,
2023-01-18 02:10:00,2023-01-18 08:10:00,10.5,,90,,0,,,,,
2023-01-18 02:00:00,2023-01-18 08:00:00,10.7,,89,,0,,,,,
2023-01-18 01:50:00,2023-01-18 07:50:00,10.8,0,89,809.4,0,,,244.0,10.8,
2023-01-18 01:40:00,2023-01-18 07:40:00,10.8,,90,,0,,,,,
2023-01-18 01:30:00,2023-01-18 07:30:00,10.8,,89,,0,,,,,
2023-01-18 01:20:00,2023-01-18 07:20:00,10.9,,89,,0,,,,,
2023-01-18 01:10:00,2023-01-18 07:10:00,11.1,,88,,0,,,,,
2023-01-18 01:00:00,2023-01-18 07:00:00,11.4,,86,,0,,,,,
2023-01-18 00:50:00,2023-01-18 06:50:00,11.7,0,86,809.3,0,,,164.0,12.24,
2023-01-18 00:40:00,2023-01-18 06:40:00,11.9,,85,,0,,,,,
2023-01-18 00:30:00,2023-01-18 06:30:00,12.2,,85,,0,,,,,
2023-01-18 00:20:00,2023-01-18 06:20:00,12.3,,84,,0,,,,,
2023-01-18 00:10:00,2023-01-18 06:10:00,12.4,,84,,0,,,,,
2023-01-18 00:00:00,2023-01-18 06:00:00,12.5,,84,,0,,,,,
2023-01-17 23:50:00,2023-01-18 05:50:00,12.8,0,83,809.5,0,,,207.0,14.4,
2023-01-17 23:40:00,2023-01-18 05:40:00,13.1,,82,,0,,,,,
2023-01-17 23:30:00,2023-01-18 05:30:00,13.4,,80,,0,,,,,
2023-01-17 23:20:00,2023-01-18 05:20:00,13.5,,80,,0,,,,,
2023-01-17 23:10:00,2023-01-18 05:10:00,13.7,,78,,0,,,,,
2023-01-17 23:00:00,2023-01-18 05:00:00,13.6,,78,,0,,,,,
2023-01-17 22:50:00,2023-01-18 04:50:00,13.6,0,76,809.5,0,,,188.0,11.16,
2023-01-17 22:40:00,2023-01-18 04:40:00,13.7,,73,,0,,,,,
2023-01-17 22:30:00,2023-01-18 04:30:00,13.8,,70,,0,,,,,
2023-01-17 22:20:00,2023-01-18 04:20:00,14,,67,,0,,,,,
2023-01-17 22:10:00,2023-01-18 04:10:00,14.1,,64,,0,,,,,
2023-01-17 22:00:00,2023-01-18 04:00:00,14.1,,62,,0,,,,,
2023-01-17 21:50:00,2023-01-18 03:50:00,14,0,62,809.5,0,,,211.0,8.64,
2023-01-17 21:40:00,2023-01-18 03:40:00,14.1,,63,,0,,,,,
2023-01-17 21:30:00,2023-01-18 03:30:00,14.4,,61,,0,,,,,
2023-01-17 21:20:00,2023-01-18 03:20:00,14.7,,59,,0,,,,,
2023-01-17 21:10:00,2023-01-18 03:10:00,14.9,,58,,0,,,,,
2023-01-17 21:00:00,2023-01-18 03:00:00,15.1,,58,,0,,,,,
2023-01-17 20:50:00,2023-01-18 02:50:00,15.3,0,57,808.9,0,,,172.0,12.96,
2023-01-17 20:40:00,2023-01-18 02:40:00,15.6,,56,,0,,,,,
2023-01-17 20:30:00,2023-01-18 02:30:00,16.1,,55,,0,,,,,
2023-01-17 20:20:00,2023-01-18 02:20:00,16.4,,53,,0,,,,,
2023-01-17 20:10:00,2023-01-18 02:10:00,16.7,,51,,0,,,,,
2023-01-17 20:00:00,2023-01-18 02:00:00,16.9,,50,,0,,,,,
2023-01-17 19:50:00,2023-01-18 01:50:00,17.1,0,50,808.2,0,,,173.0,18,
2023-01-17 19:40:00,2023-01-18 01:40:00,17.1,,50,,0,,,,,
2023-01-17 19:30:00,2023-01-18 01:30:00,17.2,,50,,0,,,,,
2023-01-17 19:20:00,2023-01-18 01:20:00,17.5,,49,,0,,,,,
2023-01-17 19:10:00,2023-01-18 01:10:00,17.6,,49,,0,,,,,
2023-01-17 19:00:00,2023-01-18 01:00:00,17.8,,48,,0,,,,,
2023-01-17 18:50:00,2023-01-18 00:50:00,17.9,0,48,807.5,0,,,172.0,28.8,
2023-01-17 18:40:00,2023-01-18 00:40:00,18.2,,48,,0,,,,,
2023-01-17 18:30:00,2023-01-18 00:30:00,18.5,,46,,3,,,,,
2023-01-17 18:20:00,2023-01-18 00:20:00,18.8,,46,,9,,,,,
2023-01-17 18:10:00,2023-01-18 00:10:00,19.1,,45,,21,,,,,
2023-01-17 18:00:00,2023-01-18 00:00:00,19.5,,44,,32,,,,,
2023-01-17 17:50:00,2023-01-17 23:50:00,19.9,0,44,807,64,,,168.0,27.36,
2023-01-17 17:40:00,2023-01-17 23:40:00,20.2,,43,,81,,,,,
2023-01-17 17:30:00,2023-01-17 23:30:00,20.5,,42,,132,,,,,
2023-01-17 17:20:00,2023-01-17 23:20:00,20.6,,42,,167,,,,,
2023-01-17 17:10:00,2023-01-17 23:10:00,20.9,,42,,159,,,,,
2023-01-17 17:00:00,2023-01-17 23:00:00,21.1,,41,,166,,,,,
2023-01-17 16:50:00,2023-01-17 22:50:00,21.2,0,42,806.6,188,,,171.0,25.2,
2023-01-17 16:40:00,2023-01-17 22:40:00,21.3,,41,,202,,,,,
2023-01-17 16:30:00,2023-01-17 22:30:00,21.6,,40,,179,,,,,
2023-01-17 16:20:00,2023-01-17 22:20:00,21.9,,39,,212,,,,,
2023-01-17 16:10:00,2023-01-17 22:10:00,22.2,,39,,246,,,,,
2023-01-17 16:00:00,2023-01-17 22:00:00,22.7,,38,,223,,,,,
2023-01-17 15:50:00,2023-01-17 21:50:00,23.1,0,37,806.3,297,,,115.0,24.84,
2023-01-17 15:40:00,2023-01-17 21:40:00,23.5,,37,,331,,,,,
2023-01-17 15:30:00,2023-01-17 21:30:00,24.3,,34,,302,,,,,
2023-01-17 15:20:00,2023-01-17 21:20:00,24.4,,34,,681,,,,,
2023-01-17 15:10:00,2023-01-17 21:10:00,24.2,,35,,576,,,,,
2023-01-17 15:00:00,2023-01-17 21:00:00,23.9,,35,,592,,,,,
2023-01-17 14:50:00,2023-01-17 20:50:00,24.4,0,34,806.5,411,,,101.0,22.68,
2023-01-17 14:40:00,2023-01-17 20:40:00,24.7,,34,,571,,,,,
2023-01-17 14:30:00,2023-01-17 20:30:00,24.4,,36,,753,,,,,
2023-01-17 14:20:00,2023-01-17 20:20:00,24.7,,35,,677,,,,,
2023-01-17 14:10:00,2023-01-17 20:10:00,25,,35,,605,,,,,
2023-01-17 14:00:00,2023-01-17 20:00:00,25.3,,33,,758,,,,,
2023-01-17 13:50:00,2023-01-17 19:50:00,25.4,0,33,807.3,791,,,129.0,20.52,
2023-01-17 13:40:00,2023-01-17 19:40:00,25.5,,34,,699,,,,,
2023-01-17 13:30:00,2023-01-17 19:30:00,25.5,,33,,816,,,,,
2023-01-17 13:20:00,2023-01-17 19:20:00,25.4,,34,,767,,,,,
2023-01-17 13:10:00,2023-01-17 19:10:00,25.3,,34,,761,,,,,
2023-01-17 13:00:00,2023-01-17 19:00:00,25.6,,33,,828,,,,,
2023-01-17 12:50:00,2023-01-17 18:50:00,25.4,0,33,808.3,839,,,101.0,18.72,
2023-01-17 12:40:00,2023-01-17 18:40:00,25.3,,35,,815,,,,,
2023-01-17 12:30:00,2023-01-17 18:30:00,24.3,,36,,782,,,,,
2023-01-17 12:20:00,2023-01-17 18:20:00,23.7,,37,,839,,,,,
2023-01-17 12:10:00,2023-01-17 18:10:00,22.9,,39,,813,,,,,
2023-01-17 12:00:00,2023-01-17 18:00:00,22.8,,38,,788,,,,,
2023-01-17 11:50:00,2023-01-17 17:50:00,22.6,0,38,809.4,834,,,117.0,11.16,
2023-01-17 11:40:00,2023-01-17 17:40:00,22.3,,38,,820,,,,,
2023-01-17 11:30:00,2023-01-17 17:30:00,21.8,,40,,742,,,,,
2023-01-17 11:20:00,2023-01-17 17:20:00,21.2,,40,,764,,,,,
2023-01-17 11:10:00,2023-01-17 17:10:00,20.8,,40,,742,,,,,
2023-01-17 11:00:00,2023-01-17 17:00:00,19.9,,42,,723,,,,,
2023-01-17 10:50:00,2023-01-17 16:50:00,19.2,0,43,810.3,704,,,74.0,8.64,
2023-01-17 10:40:00,2023-01-17 16:40:00,18.4,,46,,693,,,,,
2023-01-17 10:30:00,2023-01-17 16:30:00,17.7,,48,,616,,,,,
2023-01-17 10:20:00,2023-01-17 16:20:00,17.2,,50,,635,,,,,
2023-01-17 10:10:00,2023-01-17 16:10:00,16.1,,52,,602,,,,,
2023-01-17 10:00:00,2023-01-17 16:00:00,15.6,,53,,527,,,,,
2023-01-17 09:50:00,2023-01-17 15:50:00,14.9,0,56,810.6,386,,,162.0,9.36,
2023-01-17 09:40:00,2023-01-17 15:40:00,14.2,,59,,479,,,,,
2023-01-17 09:30:00,2023-01-17 15:30:00,13.4,,62,,403,,,,,
2023-01-17 09:20:00,2023-01-17 15:20:00,12.3,,66,,428,,,,,
2023-01-17 09:10:00,2023-01-17 15:10:00,10.9,,71,,398,,,,,
2023-01-17 09:00:00,2023-01-17 15:00:00,9.8,,74,,332,,,,,
2023-01-17 08:50:00,2023-01-17 14:50:00,8.9,0,79,810.3,325,,,169.0,9,
2023-01-17 08:40:00,2023-01-17 14:40:00,8.4,,81,,285,,,,,
2023-01-17 08:30:00,2023-01-17 14:30:00,7.9,,82,,196,,,,,
2023-01-17 08:20:00,2023-01-17 14:20:00,7.4,,83,,182,,,,,
2023-01-17 08:10:00,2023-01-17 14:10:00,7,,86,,118,,,,,
2023-01-17 08:00:00,2023-01-17 14:00:00,6.7,,88,,103,,,,,
2023-01-17 07:50:00,2023-01-17 13:50:00,6.5,0,88,809.8,48,,,203.0,7.92,
2023-01-17 07:40:00,2023-01-17 13:40:00,6.5,,88,,18,,,,,
2023-01-17 07:30:00,2023-01-17 13:30:00,6.7,,88,,5,,,,,
2023-01-17 07:20:00,2023-01-17 13:20:00,6.9,,87,,0,,,,,
2023-01-17 07:10:00,2023-01-17 13:10:00,7,,86,,0,,,,,
2023-01-17 07:00:00,2023-01-17 13:00:00,6.9,,86,,0,,,,,
2023-01-17 06:50:00,2023-01-17 12:50:00,6.8,0,87,809.3,0,,,181.0,11.16,
2023-01-17 06:40:00,2023-01-17 12:40:00,6.8,,87,,0,,,,,
2023-01-17 06:30:00,2023-01-17 12:30:00,6.9,,86,,0,,,,,
2023-01-17 06:20:00,2023-01-17 12:20:00,7,,84,,0,,,,,
2023-01-17 06:10:00,2023-01-17 12:10:00,7,,84,,0,,,,,
2023-01-17 06:00:00,2023-01-17 12:00:00,7,,83,,0,,,,,
2023-01-17 05:50:00,2023-01-17 11:50:00,7,0,84,809.2,0,,,173.0,9.36,
2023-01-17 05:40:00,2023-01-17 11:40:00,7.2,,85,,0,,,,,
2023-01-17 05:30:00,2023-01-17 11:30:00,7.2,,86,,0,,,,,
2023-01-17 05:20:00,2023-01-17 11:20:00,7.4,,84,,0,,,,,
