Servicio Meteorológico Nacional
Red: SMN-ESMA
Estación: MORELIA
Estado: Michoacán de Ocampo
Municipio: Morelia
Latitud (N): 19.72138
Longitud (O): -101.18277
Altitud: 1918

Fecha Local,Fecha UTC,Temperatura del Aire (°C),Precipitación (mm),Humedad relativa (%),Presión Atmosférica (hpa),Radiación Solar (W/m²),Dirección del Viento (grados),Rapidez de viento (km/h),Dirección de ráfaga (grados),Rapidez de ráfaga (km/h),
2023-03-21 21:50:00,2023-03-22 03:50:00,19.2,0,32,812,0,,,226.0,11.88,
2023-03-21 21:40:00,2023-03-22 03:40:00,19.4,,31,,0,,,,,
2023-03-21 21:30:00,2023-03-22 03:30:00,19.5,,31,,0,,,,,
2023-03-21 21:20:00,2023-03-22 03:20:00,19.6,,30,,0,,,,,
2023-03-21 21:10:00,2023-03-22 03:10:00,19.7,,29,,0,,,,,
2023-03-21 21:00:00,2023-03-22 03:00:00,19.8,,29,,0,,,,,
2023-03-21 20:50:00,2023-03-22 02:50:00,20.1,0,28,811.6,0,,,197.0,11.52,
2023-03-21 20:40:00,2023-03-22 02:40:00,20.3,,27,,0,,,,,
2023-03-21 20:30:00,2023-03-22 02:30:00,20.6,,26,,0,,,,,
2023-03-21 20:20:00,2023-03-22 02:20:00,20.9,,25,,0,,,,,
2023-03-21 20:10:00,2023-03-22 02:10:00,21.2,,24,,0,,,,,
2023-03-21 20:00:00,2023-03-22 02:00:00,21.5,,23,,0,,,,,
2023-03-21 19:50:00,2023-03-22 01:50:00,21.6,0,23,811,0,,,173.0,20.16,
2023-03-21 19:40:00,2023-03-22 01:40:00,21.7,,22,,0,,,,,
2023-03-21 19:30:00,2023-03-22 01:30:00,22.1,,21,,0,,,,,
2023-03-21 19:20:00,2023-03-22 01:20:00,22.5,,20,,0,,,,,
2023-03-21 19:10:00,2023-03-22 01:10:00,22.9,,20,,0,,,,,
2023-03-21 19:00:00,2023-03-22 01:00:00,23.2,,20,,0,,,,,
2023-03-21 18:50:00,2023-03-22 00:50:00,23.5,0,20,810.3,1,,,171.0,19.08,
2023-03-21 18:40:00,2023-03-22 00:40:00,23.9,,20,,9,,,,,
2023-03-21 18:30:00,2023-03-22 00:30:00,24.3,,19,,16,,,,,
2023-03-21 18:20:00,2023-03-22 00:20:00,24.6,,20,,22,,,,,
2023-03-21 18:10:00,2023-03-22 00:10:00,25,,19,,30,,,,,
2023-03-21 18:00:00,2023-03-22 00:00:00,25.5,,18,,152,,,,,
2023-03-21 17:50:00,2023-03-21 23:50:00,26,0,18,809.7,198,,,121.0,23.04,
2023-03-21 17:40:00,2023-03-21 23:40:00,26.9,,18,,241,,,,,
2023-03-21 17:30:00,2023-03-21 23:30:00,28.2,,17,,287,,,,,
2023-03-21 17:20:00,2023-03-21 23:20:00,29,,16,,330,,,,,
2023-03-21 17:10:00,2023-03-21 23:10:00,29.2,,16,,374,,,,,
2023-03-21 17:00:00,2023-03-21 23:00:00,29.4,,16,,417,,,,,
2023-03-21 16:50:00,2023-03-21 22:50:00,29.6,0,16,809.5,461,,,127.0,24.12,
2023-03-21 16:40:00,2023-03-21 22:40:00,29.7,,15,,509,,,,,
2023-03-21 16:30:00,2023-03-21 22:30:00,29.6,,16,,556,,,,,
2023-03-21 16:20:00,2023-03-21 22:20:00,30,,16,,597,,,,,
2023-03-21 16:10:00,2023-03-21 22:10:00,29.9,,15,,633,,,,,
2023-03-21 16:00:00,2023-03-21 22:00:00,29.8,,16,,674,,,,,
2023-03-21 15:50:00,2023-03-21 21:50:00,30,0,15,809.6,721,,,123.0,23.04,
2023-03-21 15:40:00,2023-03-21 21:40:00,30.1,,15,,751,,,,,
2023-03-21 15:30:00,2023-03-21 21:30:00,30.3,,16,,790,,,,,
2023-03-21 15:20:00,2023-03-21 21:20:00,30,,15,,818,,,,,
2023-03-21 15:10:00,2023-03-21 21:10:00,29.7,,16,,848,,,,,
2023-03-21 15:00:00,2023-03-21 21:00:00,29.3,,16,,879,,,,,
2023-03-21 14:50:00,2023-03-21 20:50:00,29.1,0,16,810.4,911,,,85.0,19.44,
2023-03-21 14:40:00,2023-03-21 20:40:00,30.4,,15,,934,,,,,
2023-03-21 14:30:00,2023-03-21 20:30:00,29.9,,15,,953,,,,,
2023-03-21 14:20:00,2023-03-21 20:20:00,29.2,,15,,979,,,,,
2023-03-21 14:10:00,2023-03-21 20:10:00,30.5,,13,,1002,,,,,
2023-03-21 14:00:00,2023-03-21 20:00:00,29.8,,14,,1020,,,,,
2023-03-21 13:50:00,2023-03-21 19:50:00,29.6,0,14,811.2,1038,,,334.0,15.12,
2023-03-21 13:40:00,2023-03-21 19:40:00,28.1,,16,,1050,,,,,
2023-03-21 13:30:00,2023-03-21 19:30:00,28.2,,16,,1064,,,,,
2023-03-21 13:20:00,2023-03-21 19:20:00,28.5,,15,,1074,,,,,
2023-03-21 13:10:00,2023-03-21 19:10:00,27.7,,15,,1077,,,,,
2023-03-21 13:00:00,2023-03-21 19:00:00,27.9,,15,,1084,,,,,
2023-03-21 12:50:00,2023-03-21 18:50:00,27.3,0,17,812.3,1081,,,174.0,17.64,
2023-03-21 12:40:00,2023-03-21 18:40:00,27.1,,16,,1083,,,,,
2023-03-21 12:30:00,2023-03-21 18:30:00,27.3,,17,,1083,,,,,
2023-03-21 12:20:00,2023-03-21 18:20:00,26.8,,17,,1080,,,,,
2023-03-21 12:10:00,2023-03-21 18:10:00,26.2,,18,,1069,,,,,
2023-03-21 12:00:00,2023-03-21 18:00:00,26.3,,17,,1058,,,,,
2023-03-21 11:50:00,2023-03-21 17:50:00,26.5,0,18,813.4,1050,,,122.0,15.48,
2023-03-21 11:40:00,2023-03-21 17:40:00,26.2,,19,,1032,,,,,
2023-03-21 11:30:00,2023-03-21 17:30:00,26.2,,19,,1014,,,,,
2023-03-21 11:20:00,2023-03-21 17:20:00,25.5,,19,,996,,,,,
2023-03-21 11:10:00,2023-03-21 17:10:00,25.5,,19,,977,,,,,
2023-03-21 11:00:00,2023-03-21 17:00:00,25.3,,19,,953,,,,,
2023-03-21 10:50:00,2023-03-21 16:50:00,24.7,0,20,814,932,,,73.0,12.96,
2023-03-21 10:40:00,2023-03-21 16:40:00,24.1,,22,,900,,,,,
2023-03-21 10:30:00,2023-03-21 16:30:00,23.9,,22,,873,,,,,
2023-03-21 10:20:00,2023-03-21 16:20:00,23.6,,21,,843,,,,,
2023-03-21 10:10:00,2023-03-21 16:10:00,23.4,,22,,815,,,,,
2023-03-21 10:00:00,2023-03-21 16:00:00,22.7,,23,,782,,,,,
2023-03-21 09:50:00,2023-03-21 15:50:00,22.7,0,21,814.1,745,,,,,
2023-03-21 09:40:00,2023-03-21 15:40:00,21.3,,22,,711,,,,,
2023-03-21 09:30:00,2023-03-21 15:30:00,20.7,,22,,671,,,,,
2023-03-01 22:20:00,2023-03-02 04:20:00,18.4,,44,,0,,,,,
2023-03-01 22:10:00,2023-03-02 04:10:00,18.3,,45,,0,,,,,
2023-03-01 22:00:00,2023-03-02 04:00:00,18.6,,46,,0,,,,,
2023-03-01 21:50:00,2023-03-02 03:50:00,19.1,0,45,810.6,0,,,173.0,9,
2023-03-01 21:40:00,2023-03-02 03:40:00,19.2,,46,,0,,,,,
2023-03-01 21:30:00,2023-03-02 03:30:00,19.6,,45,,0,,,,,
2023-03-01 21:20:00,2023-03-02 03:20:00,19.6,,45,,0,,,,,
2023-03-01 21:10:00,2023-03-02 03:10:00,19.6,,45,,0,,,,,
2023-03-01 21:00:00,2023-03-02 03:00:00,19.9,,44,,0,,,,,
2023-03-01 20:50:00,2023-03-02 02:50:00,20.4,0,42,810.3,0,,,200.0,11.88,
2023-03-01 20:40:00,2023-03-02 02:40:00,20.8,,41,,0,,,,,
2023-03-01 20:30:00,2023-03-02 02:30:00,21,,40,,0,,,,,
2023-03-01 20:20:00,2023-03-02 02:20:00,21.3,,39,,0,,,,,
2023-03-01 20:10:00,2023-03-02 02:10:00,21.6,,37,,0,,,,,
2023-03-01 20:00:00,2023-03-02 02:00:00,21.8,,36,,0,,,,,
2023-03-01 19:50:00,2023-03-02 01:50:00,22.1,0,34,809.7,0,,,164.0,23.4,
2023-03-01 19:40:00,2023-03-02 01:40:00,22.3,,34,,0,,,,,
2023-03-01 19:30:00,2023-03-02 01:30:00,22.5,,32,,0,,,,,
2023-03-01 19:20:00,2023-03-02 01:20:00,22.7,,31,,0,,,,,
2023-03-01 19:10:00,2023-03-02 01:10:00,23,,29,,0,,,,,
2023-03-01 19:00:00,2023-03-02 01:00:00,23.2,,28,,0,,,,,
2023-03-01 18:50:00,2023-03-02 00:50:00,23.6,0,27,809,0,,,168.0,30.96,
2023-03-01 18:40:00,2023-03-02 00:40:00,24,,25,,7,,,,,
2023-03-01 18:30:00,2023-03-02 00:30:00,24.4,,24,,15,,,,,
2023-03-01 18:20:00,2023-03-02 00:20:00,24.8,,22,,21,,,,,
2023-03-01 18:10:00,2023-03-02 00:10:00,25.3,,21,,37,,,,,
2023-03-01 18:00:00,2023-03-02 00:00:00,25.9,,19,,125,,,,,
2023-03-01 17:50:00,2023-03-01 23:50:00,26.6,0,19,808.3,168,,,170.0,31.68,
2023-03-01 17:40:00,2023-03-01 23:40:00,27.3,,18,,217,,,,,
2023-03-01 17:30:00,2023-03-01 23:30:00,27.6,,19,,271,,,,,
2023-03-01 17:20:00,2023-03-01 23:20:00,28.1,,17,,328,,,,,
2023-03-01 17:10:00,2023-03-01 23:10:00,28.4,,15,,377,,,,,
2023-03-01 17:00:00,2023-03-01 23:00:00,28.6,,13,,376,,,,,
2023-03-01 16:50:00,2023-03-01 22:50:00,28.9,0,14,808.2,390,,,157.0,28.44,
2023-03-01 16:40:00,2023-03-01 22:40:00,29.1,,13,,438,,,,,
2023-03-01 16:30:00,2023-03-01 22:30:00,29.4,,14,,440,,,,,
2023-03-01 16:20:00,2023-03-01 22:20:00,29.8,,13,,494,,,,,
2023-03-01 16:10:00,2023-03-01 22:10:00,29.9,,13,,560,,,,,
2023-03-01 16:00:00,2023-03-01 22:00:00,30.3,,13,,608,,,,,
2023-03-01 15:50:00,2023-03-01 21:50:00,30.4,0,13,808.2,666,,,168.0,33.84,
2023-03-01 15:40:00,2023-03-01 21:40:00,30.6,,13,,700,,,,,
2023-03-01 15:30:00,2023-03-01 21:30:00,30.4,,13,,721,,,,,
2023-03-01 15:20:00,2023-03-01 21:20:00,30.4,,15,,759,,,,,
2023-03-01 15:10:00,2023-03-01 21:10:00,30.7,,15,,725,,,,,
2023-03-01 15:00:00,2023-03-01 21:00:00,30.9,,15,,780,,,,,
2023-03-01 14:50:00,2023-03-01 20:50:00,30.7,0,17,808.7,703,,,118.0,23.4,
2023-03-01 14:40:00,2023-03-01 20:40:00,31.4,,16,,874,,,,,
2023-03-01 14:30:00,2023-03-01 20:30:00,31.7,,16,,892,,,,,
2023-03-01 14:20:00,2023-03-01 20:20:00,31.3,,16,,909,,,,,
2023-03-01 14:10:00,2023-03-01 20:10:00,30.8,,16,,937,,,,,
2023-03-01 14:00:00,2023-03-01 20:00:00,30.7,,14,,953,,,,,
2023-03-01 13:50:00,2023-03-01 19:50:00,30.1,0,19,809.6,985,,,,,
2023-03-01 13:40:00,2023-03-01 19:40:00,29.7,,22,,987,,,,,
2023-03-01 13:30:00,2023-03-01 19:30:00,29.5,,21,,985,,,,,
2023-03-01 13:20:00,2023-03-01 19:20:00,29.5,,21,,988,,,,,
2023-03-01 13:10:00,2023-03-01 19:10:00,29.7,,20,,990,,,,,
2023-03-01 13:00:00,2023-03-01 19:00:00,29.3,,20,,957,,,,,
2023-03-01 12:50:00,2023-03-01 18:50:00,29.2,0,20,810.7,936,,,180.0,14.76,
2023-03-01 12:40:00,2023-03-01 18:40:00,28.9,,21,,960,,,,,
2023-03-01 12:30:00,2023-03-01 18:30:00,28.8,,20,,985,,,,,
2023-03-01 12:20:00,2023-03-01 18:20:00,27.9,,20,,933,,,,,
2023-03-01 12:10:00,2023-03-01 18:10:00,28.4,,18,,927,,,,,
2023-03-01 12:00:00,2023-03-01 18:00:00,28.1,,18,,916,,,,,
2023-03-01 11:50:00,2023-03-01 17:50:00,27,0,22,811.6,884,,,,,
2023-03-01 11:40:00,2023-03-01 17:40:00,26.8,,22,,961,,,,,
2023-03-01 11:30:00,2023-03-01 17:30:00,27.1,,24,,896,,,,,
2023-03-01 11:20:00,2023-03-01 17:20:00,27.3,,24,,843,,,,,
2023-03-01 11:10:00,2023-03-01 17:10:00,26.6,,26,,853,,,,,
2023-03-01 11:00:00,2023-03-01 17:00:00,25.7,,28,,824,,,,,
2023-03-01 10:50:00,2023-03-01 16:50:00,25.8,0,27,812.2,811,,,,,
2023-03-01 10:40:00,2023-03-01 16:40:00,25.8,,26,,834,,,,,
2023-03-01 10:30:00,2023-03-01 16:30:00,25.4,,27,,796,,,,,
2023-03-01 10:20:00,2023-03-01 16:20:00,24.7,,27,,756,,,,,
2023-03-01 10:10:00,2023-03-01 16:10:00,23.5,,29,,714,,,,,
2023-03-01 10:00:00,2023-03-01 16:00:00,22.9,,32,,664,,,,,
2023-03-01 09:50:00,2023-03-01 15:50:00,21.7,0,33,812.2,626,,,219.0,11.52,
2023-03-01 09:40:00,2023-03-01 15:40:00,20.6,,36,,618,,,,,
2023-03-01 09:30:00,2023-03-01 15:30:00,19.7,,37,,600,,,,,
2023-03-01 09:20:00,2023-03-01 15:20:00,19,,39,,533,,,,,
2023-03-01 09:10:00,2023-03-01 15:10:00,18.2,,40,,523,,,,,
2023-03-01 09:00:00,2023-03-01 15:00:00,17.4,,41,,478,,,,,
2023-03-01 08:50:00,2023-03-01 14:50:00,16.4,0,44,811.8,433,,,170.0,11.16,
2023-03-01 08:40:00,2023-03-01 14:40:00,15.1,,46,,371,,,,,
2023-03-01 08:30:00,2023-03-01 14:30:00,13.8,,48,,315,,,,,
2023-03-01 08:20:00,2023-03-01 14:20:00,12.6,,52,,284,,,,,
2023-03-01 08:10:00,2023-03-01 14:10:00,11.9,,55,,241,,,,,
2023-03-01 08:00:00,2023-03-01 14:00:00,11.4,,57,,175,,,,,
2023-03-01 07:50:00,2023-03-01 13:50:00,11.1,0,57,811.4,92,,,174.0,8.64,
2023-03-01 07:40:00,2023-03-01 13:40:00,11,,57,,80,,,,,
2023-03-01 07:30:00,2023-03-01 13:30:00,10.8,,57,,35,,,,,
2023-03-01 07:20:00,2023-03-01 13:20:00,10.7,,59,,21,,,,,
2023-03-01 07:10:00,2023-03-01 13:10:00,10.5,,60,,6,,,,,
2023-03-01 07:00:00,2023-03-01 13:00:00,10.5,,62,,0,,,,,
2023-03-01 06:50:00,2023-03-01 12:50:00,10.5,0,61,810.9,0,,,161.0,7.56,
2023-03-01 06:40:00,2023-03-01 12:40:00,10.5,,60,,0,,,,,
2023-03-01 06:30:00,2023-03-01 12:30:00,10.6,,60,,0,,,,,
2023-03-01 06:20:00,2023-03-01 12:20:00,10.8,,60,,0,,,,,
2023-03-01 06:10:00,2023-03-01 12:10:00,11,,59,,0,,,,,
2023-03-01 06:00:00,2023-03-01 12:00:00,11.2,,58,,0,,,,,
2023-03-01 05:50:00,2023-03-01 11:50:00,11.1,0,58,810.4,0,,,245.0,8.28,
2023-03-01 05:40:00,2023-03-01 11:40:00,11,,59,,0,,,,,
2023-03-01 05:30:00,2023-03-01 11:30:00,11,,59,,0,,,,,
2023-03-01 05:20:00,2023-03-01 11:20:00,11.2,,59,,0,,,,,
2023-03-01 05:10:00,2023-03-01 11:10:00,11.3,,61,,0,,,,,
2023-03-01 05:00:00,2023-03-01 11:00:00,11.8,,57,,0,,,,,
2023-03-01 04:50:00,2023-03-01 10:50:00,12,0,57,809.9,0,,,164.0,10.8,
2023-03-01 04:40:00,2023-03-01 10:40:00,12.2,,56,,0,,,,,
2023-03-01 04:30:00,2023-03-01 10:30:00,12.2,,56,,0,,,,,
2023-03-01 04:20:00,2023-03-01 10:20:00,12.2,,56,,0,,,,,
2023-03-01 04:10:00,2023-03-01 10:10:00,12.3,,56,,0,,,,,
2023-03-01 04:00:00,2023-03-01 10:00:00,12.3,,57,,0,,,,,
2023-03-01 03:50:00,2023-03-01 09:50:00,12.6,0,55,809.6,0,,,170.0,10.8,
2023-03-01 03:40:00,2023-03-01 09:40:00,12.7,,55,,0,,,,,
2023-03-01 03:30:00,2023-03-01 09:30:00,12.9,,54,,0,,,,,
2023-03-01 03:20:00,2023-03-01 09:20:00,13.1,,53,,0,,,,,
2023-03-01 03:10:00,2023-03-01 09:10:00,13.2,,53,,0,,,,,
2023-03-01 03:00:00,2023-03-01 09:00:00,13.4,,52,,0,,,,,
2023-03-01 02:50:00,2023-03-01 08:50:00,13.5,0,52,809.7,0,,,200.0,10.8,
2023-03-01 02:40:00,2023-03-01 08:40:00,13.5,,52,,0,,,,,
2023-03-01 02:30:00,2023-03-01 08:30:00,13.6,,52,,0,,,,,
2023-03-01 02:20:00,2023-03-01 08:20:00,13.7,,53,,0,,,,,
2023-03-01 02:10:00,2023-03-01 08:10:00,14,,52,,0,,,,,
2023-03-01 02:00:00,2023-03-01 08:00:00,14.2,,51,,0,,,,,
2023-03-01 01:50:00,2023-03-01 07:50:00,14.6,0,49,810,0,,,205.0,14.04,
2023-03-01 01:40:00,2023-03-01 07:40:00,14.8,,48,,0,,,,,
2023-03-01 01:30:00,2023-03-01 07:30:00,15.1,,47,,0,,,,,
2023-03-01 01:20:00,2023-03-01 07:20:00,15.2,,47,,0,,,,,
2023-03-01 01:10:00,2023-03-01 07:10:00,15.4,,47,,0,,,,,
2023-03-01 01:00:00,2023-03-01 07:00:00,15.7,,46,,0,,,,,
2023-03-01 00:50:00,2023-03-01 06:50:00,15.7,0,46,810.2,0,,,160.0,9.72,
2023-03-01 00:40:00,2023-03-01 06:40:00,15.6,,46,,0,,,,,
2023-03-01 00:30:00,2023-03-01 06:30:00,15.5,,47,,0,,,,,
2023-03-01 00:20:00,2023-03-01 06:20:00,15.6,,46,,0,,,,,
2023-03-01 00:10:00,2023-03-01 06:10:00,15.9,,47,,0,,,,,
2023-03-01 00:00:00,2023-03-01 06:00:00,16.5,,44,,0,,,,,
2023-02-28 23:50:00,2023-03-01 05:50:00,17,0,41,810.1,0,,,168.0,9,
2023-02-28 23:40:00,2023-03-01 05:40:00,17.6,,40,,0,,,,,
2023-02-28 23:30:00,2023-03-01 05:30:00,18.1,,37,,0,,,,,
2023-02-28 23:20:00,2023-03-01 05:20:00,18.2,,36,,0,,,,,
2023-02-28 23:10:00,2023-03-01 05:10:00,18.1,,37,,0,,,,,
2023-02-28 23:00:00,2023-03-01 05:00:00,18.1,,37,,0,,,,,
2023-02-28 22:50:00,2023-03-01 04:50:00,18.2,0,37,810.4,0,,,181.0,7.56,
2023-02-28 22:40:00,2023-03-01 04:40:00,18.4,,37,,0,,,,,
2023-02-28 22:30:00,2023-03-01 04:30:00,18.6,,36,,0,,,,,
2023-02-28 22:20:00,2023-03-01 04:20:00,18.9,,35,,0,,,,,
2023-02-28 22:10:00,2023-03-01 04:10:00,19.4,,34,,0,,,,,
2023-02-28 22:00:00,2023-03-01 04:00:00,19.4,,33,,0,,,,,
2023-02-28 21:50:00,2023-03-01 03:50:00,19.6,0,34,810.1,0,,,163.0,11.16,
2023-02-28 21:40:00,2023-03-01 03:40:00,19.8,,33,,0,,,,,
2023-02-28 21:30:00,2023-03-01 03:30:00,19.9,,33,,0,,,,,
2023-02-28 21:20:00,2023-03-01 03:20:00,20.1,,33,,0,,,,,
2023-02-28 21:10:00,2023-03-01 03:10:00,20.3,,33,,0,,,,,
2023-02-28 21:00:00,2023-03-01 03:00:00,20.8,,32,,0,,,,,
2023-02-28 20:50:00,2023-03-01 02:50:00,21,0,31,809.5,0,,,201.0,12.6,
2023-02-28 20:40:00,2023-03-01 02:40:00,20.9,,31,,0,,,,,
2023-02-28 20:30:00,2023-03-01 02:30:00,21.3,,31,,0,,,,,
2023-02-28 20:20:00,2023-03-01 02:20:00,21.7,,30,,0,,,,,
2023-02-28 20:10:00,2023-03-01 02:10:00,22,,29,,0,,,,,
2023-02-28 20:00:00,2023-03-01 02:00:00,22.1,,29,,0,,,,,
2023-02-28 19:50:00,2023-03-01 01:50:00,22.3,0,29,808.7,0,,,163.0,19.08,
2023-02-28 19:40:00,2023-03-01 01:40:00,22.6,,28,,0,,,,,
2023-02-28 19:30:00,2023-03-01 01:30:00,23.1,,27,,0,,,,,
2023-02-28 19:20:00,2023-03-01 01:20:00,23.4,,26,,0,,,,,
2023-02-28 19:10:00,2023-03-01 01:10:00,23.6,,26,,0,,,,,
2023-02-28 19:00:00,2023-03-01 01:00:00,24,,25,,0,,,,,
2023-02-28 18:50:00,2023-03-01 00:50:00,24.3,0,24,808.3,0,,,181.0,24.48,
2023-02-28 18:40:00,2023-03-01 00:40:00,24.7,,23,,2,,,,,
2023-02-28 18:30:00,2023-03-01 00:30:00,25.1,,22,,17,,,,,
2023-02-28 18:20:00,2023-03-01 00:20:00,25.6,,20,,39,,,,,
2023-02-28 18:10:00,2023-03-01 00:10:00,26,,18,,57,,,,,
2023-02-28 18:00:00,2023-03-01 00:00:00,26.4,,18,,139,,,,,
2023-02-28 17:50:00,2023-02-28 23:50:00,26.8,0,18,807.9,185,,,175.0,24.12,
2023-02-28 17:40:00,2023-02-28 23:40:00,27.4,,18,,151,,,,,
2023-02-28 17:30:00,2023-02-28 23:30:00,27.9,,16,,226,,,,,
2023-02-28 17:20:00,2023-02-28 23:20:00,28.2,,15,,195,,,,,
2023-02-28 17:10:00,2023-02-28 23:10:00,28.9,,14,,217,,,,,
2023-02-28 17:00:00,2023-02-28 23:00:00,28.8,,14,,355,,,,,
2023-02-28 16:50:00,2023-02-28 22:50:00,28.4,0,13,807.7,313,,,,,
2023-02-28 16:40:00,2023-02-28 22:40:00,28.8,,14,,229,,,,,
2023-02-28 16:30:00,2023-02-28 22:30:00,30,,15,,203,,,,,
2023-02-28 16:20:00,2023-02-28 22:20:00,30.3,,16,,486,,,,,
2023-02-28 16:10:00,2023-02-28 22:10:00,30.4,,17,,508,,,,,
2023-02-28 16:00:00,2023-02-28 22:00:00,29.8,,18,,583,,,,,
2023-02-28 15:50:00,2023-02-28 21:50:00,30.6,0,17,807.5,479,,,,,
2023-02-28 15:40:00,2023-02-28 21:40:00,31.9,,16,,442,,,,,
2023-02-28 15:30:00,2023-02-28 21:30:00,31.8,,16,,792,,,,,
2023-02-28 15:20:00,2023-02-28 21:20:00,31.7,,16,,787,,,,,
2023-02-28 15:10:00,2023-02-28 21:10:00,31.3,,17,,841,,,,,
2023-02-28 15:00:00,2023-02-28 21:00:00,30.9,,19,,819,,,,,
2023-02-28 14:50:00,2023-02-28 20:50:00,31.3,0,18,808.1,660,,,,,
2023-02-28 14:40:00,2023-02-28 20:40:00,30.7,,19,,704,,,,,
2023-02-28 14:30:00,2023-02-28 20:30:00,30.8,,19,,650,,,,,
2023-02-28 14:20:00,2023-02-28 20:20:00,31.6,,18,,818,,,,,
2023-02-28 14:10:00,2023-02-28 20:10:00,31.4,,18,,841,,,,,
2023-02-28 14:00:00,2023-02-28 20:00:00,31.3,,17,,925,,,,,
2023-02-28 13:50:00,2023-02-28 19:50:00,31.2,0,17,808.8,953,,,117.0,21.24,
2023-02-28 13:40:00,2023-02-28 19:40:00,31.4,,16,,962,,,,,
2023-02-28 13:30:00,2023-02-28 19:30:00,31.2,,17,,971,,,,,
2023-02-28 13:20:00,2023-02-28 19:20:00,31.1,,15,,977,,,,,
2023-02-28 13:10:00,2023-02-28 19:10:00,31.6,,15,,990,,,,,
2023-02-21 19:00:00,2023-02-22 01:00:00,20.8,,37,,0,,,,,
2023-02-21 18:50:00,2023-02-22 00:50:00,21.1,0,35,808.3,0,,,170.0,22.68,
2023-02-21 18:40:00,2023-02-22 00:40:00,21.5,,33,,6,,,,,
2023-02-21 18:30:00,2023-02-22 00:30:00,21.9,,31,,15,,,,,
2023-02-21 18:20:00,2023-02-22 00:20:00,22.2,,29,,22,,,,,
2023-02-21 18:10:00,2023-02-22 00:10:00,22.6,,29,,47,,,,,
2023-02-21 18:00:00,2023-02-22 00:00:00,23,,29,,110,,,,,
2023-02-21 17:50:00,2023-02-21 23:50:00,23.7,0,27,807.8,40,,,172.0,30.24,
2023-02-21 17:40:00,2023-02-21 23:40:00,24.3,,25,,171,,,,,
2023-02-21 17:30:00,2023-02-21 23:30:00,24.8,,25,,131,,,,,
2023-02-21 17:20:00,2023-02-21 23:20:00,25.4,,24,,294,,,,,
2023-02-21 17:10:00,2023-02-21 23:10:00,25.9,,24,,111,,,,,
2023-02-21 17:00:00,2023-02-21 23:00:00,26.5,,21,,367,,,,,
2023-02-21 16:50:00,2023-02-21 22:50:00,26.8,0,23,807.4,411,,,167.0,30.96,
2023-02-21 16:40:00,2023-02-21 22:40:00,27.1,,21,,454,,,,,
2023-02-21 16:30:00,2023-02-21 22:30:00,27.3,,22,,490,,,,,
2023-02-21 16:20:00,2023-02-21 22:20:00,27.8,,21,,531,,,,,
2023-02-21 16:10:00,2023-02-21 22:10:00,28,,21,,586,,,,,
2023-02-21 16:00:00,2023-02-21 22:00:00,28.3,,20,,614,,,,,
2023-02-21 15:50:00,2023-02-21 21:50:00,28.5,0,20,807.6,677,,,,,
2023-02-21 15:40:00,2023-02-21 21:40:00,28.6,,21,,720,,,,,
2023-02-21 15:30:00,2023-02-21 21:30:00,28.5,,22,,805,,,,,
2023-02-21 15:20:00,2023-02-21 21:20:00,28.2,,23,,857,,,,,
2023-02-21 15:10:00,2023-02-21 21:10:00,27.3,,25,,885,,,,,
2023-02-21 15:00:00,2023-02-21 21:00:00,27,,26,,218,,,,,
2023-02-21 14:50:00,2023-02-21 20:50:00,26.5,0,26,808,895,,,167.0,22.68,
2023-02-21 14:40:00,2023-02-21 20:40:00,25.1,,28,,190,,,,,
2023-02-21 14:30:00,2023-02-21 20:30:00,25.5,,29,,177,,,,,
2023-02-21 14:20:00,2023-02-21 20:20:00,27.1,,27,,243,,,,,
2023-02-21 14:10:00,2023-02-21 20:10:00,28.2,,25,,1009,,,,,
2023-02-21 14:00:00,2023-02-21 20:00:00,27.8,,25,,1007,,,,,
2023-02-21 13:50:00,2023-02-21 19:50:00,27.2,0,27,808.7,1032,,,168.0,15.84,
2023-02-21 13:40:00,2023-02-21 19:40:00,26.6,,28,,1080,,,,,
2023-02-21 13:30:00,2023-02-21 19:30:00,26.6,,29,,1056,,,,,
2023-02-21 13:20:00,2023-02-21 19:20:00,26.8,,28,,1088,,,,,
2023-02-21 13:10:00,2023-02-21 19:10:00,26.7,,29,,1064,,,,,
2023-02-21 13:00:00,2023-02-21 19:00:00,27.1,,27,,981,,,,,
2023-02-21 12:50:00,2023-02-21 18:50:00,27.3,0,27,809.8,985,,,113.0,16.92,
2023-02-21 12:40:00,2023-02-21 18:40:00,27,,29,,953,,,,,
2023-02-21 12:30:00,2023-02-21 18:30:00,26.9,,30,,952,,,,,
2023-02-21 12:20:00,2023-02-21 18:20:00,27.1,,28,,938,,,,,
2023-02-21 12:10:00,2023-02-21 18:10:00,26.5,,30,,947,,,,,
2023-02-21 12:00:00,2023-02-21 18:00:00,25.8,,30,,1000,,,,,
2023-02-21 11:50:00,2023-02-21 17:50:00,25.8,0,31,810.9,907,,,174.0,15.48,
2023-02-21 11:40:00,2023-02-21 17:40:00,25.5,,31,,974,,,,,
2023-02-21 11:30:00,2023-02-21 17:30:00,25.8,,29,,233,,,,,
2023-02-21 11:20:00,2023-02-21 17:20:00,25.2,,32,,887,,,,,
2023-02-21 11:10:00,2023-02-21 17:10:00,24.9,,34,,850,,,,,
2023-02-21 11:00:00,2023-02-21 17:00:00,24.2,,36,,843,,,,,
